HP_ID,H_ID,P_ID,W_ID,W_RBW,W_DETAIL,wegkm,wegkm_imp,source_distance_status,km_routing,routing_distance_status,bus28_zo,tram28_zo,bahn28_zo,min_ozmz_zo,destination_context_status,exact_od_location_status,RegioStaR17,RegioStaR7,RegioStaR4,RegioStaR2,RegioStaRGem7,RegioStaRGem5,residential_geography_interpretation
83304621,83304620.0,1,1,0,1,4.5,4.5,DIRECT_SOURCE_DISTANCE_VALID,3.457,ROUTED_DISTANCE_AVAILABLE,1,2,2,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304621,83304620.0,1,2,0,1,4.5,4.5,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304621,83304620.0,1,3,0,1,9.0,9.0,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,2,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304621,83304620.0,1,4,0,1,0.39,0.39,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304621,83304620.0,1,5,0,1,0.39,0.39,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,2,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304622,83304620.0,2,1,0,1,3.8,3.8,DIRECT_SOURCE_DISTANCE_VALID,20.677,ROUTED_DISTANCE_AVAILABLE,2,4,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83304622,83304620.0,2,2,0,1,3.8,3.8,DIRECT_SOURCE_DISTANCE_VALID,20.677,ROUTED_DISTANCE_AVAILABLE,2,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,1,0,201,19.0,19.0,DIRECT_SOURCE_DISTANCE_VALID,10.851,ROUTED_DISTANCE_AVAILABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,2,0,201,5.7,5.7,DIRECT_SOURCE_DISTANCE_VALID,2.457,ROUTED_DISTANCE_AVAILABLE,1,2,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,3,0,201,0.59,0.59,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,4,0,201,5.7,5.7,DIRECT_SOURCE_DISTANCE_VALID,1.417,ROUTED_DISTANCE_AVAILABLE,2,1,2,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,5,0,201,11.4,11.4,DIRECT_SOURCE_DISTANCE_VALID,11.049,ROUTED_DISTANCE_AVAILABLE,1,3,3,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,6,0,201,10.45,10.45,DIRECT_SOURCE_DISTANCE_VALID,9.171,ROUTED_DISTANCE_AVAILABLE,1,2,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,7,0,201,13.3,13.3,DIRECT_SOURCE_DISTANCE_VALID,11.483,ROUTED_DISTANCE_AVAILABLE,1,1,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,8,0,201,10.45,10.45,DIRECT_SOURCE_DISTANCE_VALID,10.551,ROUTED_DISTANCE_AVAILABLE,1,1,1,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,9,0,201,12.35,12.35,DIRECT_SOURCE_DISTANCE_VALID,11.084,ROUTED_DISTANCE_AVAILABLE,1,3,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,10,0,201,5.7,5.7,DIRECT_SOURCE_DISTANCE_VALID,10.218,ROUTED_DISTANCE_AVAILABLE,2,2,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,11,0,201,7.6,7.6,DIRECT_SOURCE_DISTANCE_VALID,8.104,ROUTED_DISTANCE_AVAILABLE,2,3,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,101,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,102,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,103,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,104,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,105,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,106,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,107,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308141,83308140.0,1,108,1,201,7.13,7.13,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308142,83308140.0,2,1,0,201,0.83,0.83,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308142,83308140.0,2,2,0,201,0.83,0.83,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,2,3,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308142,83308140.0,2,3,0,201,1.43,1.43,DIRECT_SOURCE_DISTANCE_VALID,0.599,ROUTED_DISTANCE_AVAILABLE,1,2,3,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83308142,83308140.0,2,4,0,201,1.43,1.43,DIRECT_SOURCE_DISTANCE_VALID,0.599,ROUTED_DISTANCE_AVAILABLE,2,3,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345291,83345290.0,1,1,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,1,1,5,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345291,83345290.0,1,2,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,2,2,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345291,83345290.0,1,3,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,1,1,5,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345291,83345290.0,1,4,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,2,2,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345292,83345290.0,2,1,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,1,1,5,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83345292,83345290.0,2,2,0,201,1.14,1.14,DIRECT_SOURCE_DISTANCE_VALID,8.741,ROUTED_DISTANCE_AVAILABLE,2,2,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83363331,83363330.0,1,1,0,1,1.37,1.37,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83363331,83363330.0,1,2,0,1,1.37,1.37,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,4,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83366251,83366250.0,1,1,0,201,3.33,3.33,DIRECT_SOURCE_DISTANCE_VALID,0.131,ROUTED_DISTANCE_AVAILABLE,1,4,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83366251,83366250.0,1,2,0,201,27.55,27.55,DIRECT_SOURCE_DISTANCE_VALID,16.836,ROUTED_DISTANCE_AVAILABLE,1,5,5,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83366451,83366450.0,1,1,0,201,4.5,4.5,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,1,2,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83366451,83366450.0,1,2,0,201,4.5,4.5,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383411,83383410.0,1,1,0,1,18.05,18.05,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383411,83383410.0,1,2,0,1,18.05,18.05,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383412,83383410.0,2,1,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383412,83383410.0,2,2,0,1,0.19,0.19,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383412,83383410.0,2,3,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383413,83383410.0,3,1,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383413,83383410.0,3,2,0,1,0.19,0.19,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383413,83383410.0,3,3,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383414,83383410.0,4,1,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383414,83383410.0,4,2,0,1,0.19,0.19,DIRECT_SOURCE_DISTANCE_VALID,9995.0,ROUTING_NOT_COMPUTABLE,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83383414,83383410.0,4,3,0,1,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,1,0,201,4.75,4.75,DIRECT_SOURCE_DISTANCE_VALID,169.927,ROUTED_DISTANCE_AVAILABLE,2,2,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,2,0,201,0.49,0.49,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,3,0,201,0.49,0.49,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,4,0,201,9994.0,100.0,DIRECT_SOURCE_DISTANCE_IMPLAUSIBLE_IMPUTED,169.927,ROUTED_DISTANCE_AVAILABLE,2,2,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,101,1,201,42.75,42.75,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,102,1,201,42.75,42.75,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,103,1,201,42.75,42.75,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83411691,83411690.0,1,104,1,201,42.75,42.75,RBW_AGGREGATE_DERIVED_DISTANCE,70701.0,ROUTING_RBW_NOT_DETERMINABLE,701,701,701,701,DEST_CONTEXT_RBW_NOT_DETERMINABLE,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83453781,83453780.0,1,1,0,201,237.5,237.5,DIRECT_SOURCE_DISTANCE_VALID,338.164,ROUTED_DISTANCE_AVAILABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83479291,83479290.0,1,1,0,201,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,1.433,ROUTED_DISTANCE_AVAILABLE,1,1,4,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83479291,83479290.0,1,2,0,201,2.85,2.85,DIRECT_SOURCE_DISTANCE_VALID,1.433,ROUTED_DISTANCE_AVAILABLE,1,2,3,2,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83481081,83481080.0,1,1,0,1,5.29,5.29,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83481081,83481080.0,1,2,0,1,5.68,5.68,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83481081,83481080.0,1,3,0,0,70703.0,1.13,DIRECT_NO_DETAIL_DISTANCE_IMPUTED,70703.0,ROUTING_NO_DETAIL,1,2,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83481081,83481080.0,1,4,0,0,70703.0,2.94,DIRECT_NO_DETAIL_DISTANCE_IMPUTED,70703.0,ROUTING_NO_DETAIL,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83481081,83481080.0,1,5,0,0,70703.0,2.94,DIRECT_NO_DETAIL_DISTANCE_IMPUTED,70703.0,ROUTING_NO_DETAIL,1,2,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,1,0,201,0.69,0.69,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,2,0,201,0.15,0.15,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,3,0,201,0.15,0.15,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,4,0,201,0.29,0.29,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,5,0,201,9994.0,1.49,DIRECT_SOURCE_DISTANCE_IMPLAUSIBLE_IMPUTED,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,6,0,201,1.43,1.43,DIRECT_SOURCE_DISTANCE_VALID,10.31,ROUTED_DISTANCE_AVAILABLE,1,1,4,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,7,0,201,1.43,1.43,DIRECT_SOURCE_DISTANCE_VALID,10.31,ROUTED_DISTANCE_AVAILABLE,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,8,0,201,0.05,0.05,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,9,0,201,0.05,0.05,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,10,0,201,2.94,2.94,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,95,95,95,95,DEST_CONTEXT_UNASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
83492632,83492630.0,2,11,0,201,2.94,2.94,DIRECT_SOURCE_DISTANCE_VALID,70706.0,ROUTING_NOT_APPLICABLE_NO_AUTO_PT,1,1,3,1,DEST_CONTEXT_ASSIGNED,NOT_EXPOSED_IN_B1_STANDARD,111,71,11,1,71,51,RESIDENT_CONTEXT_NOT_TRIP_DESTINATION
