HP_ID,n_direct_trips,all_trip_time_valid,all_trip_duration_plausible,start_clock_nondecreasing,arrival_before_next_start,overnight_not_last,n_checkable_adjacent_pairs,n_pair_violations,temporal_sequence_consistent,temporal_quality_reason,trip_count_fit_tier,chain_coverage_status,temporal_sequence_fit_eligible
61411061,8,True,True,True,True,False,7,0,True,TEMPORAL_SEQUENCE_VALID,ANALYTIC_WITH_COMPONENT_WARNING,DIRECT_ROWS_ADDITIONAL_COUNT_UNKNOWN,False
61411062,3,False,False,True,True,False,1,0,False,TIME_COMPONENT_MISSING,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,False
61441981,8,True,True,True,True,False,7,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61505271,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61505272,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61505273,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61505274,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61519351,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61575861,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61582201,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61582202,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61805441,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61806851,8,True,True,True,True,False,7,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
61841601,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
61854511,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
61908031,6,False,False,True,True,False,4,0,False,TIME_COMPONENT_MISSING,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,False
62004501,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62381521,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62425511,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62559981,4,False,False,True,True,False,3,0,False,TIME_COMPONENT_MISSING,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,False
62598021,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62598022,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62598023,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62661971,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62672321,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62684851,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
62749241,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63228341,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63292391,6,True,True,True,True,False,5,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63308272,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63405571,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63675941,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63741641,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63866091,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
63866092,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64356881,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64435131,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64666131,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64666132,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64666133,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64666134,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64843541,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64843542,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64940191,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64940192,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64947771,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
64947772,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65007941,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65007942,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65054971,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65054972,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65054973,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65057931,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65057932,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65422721,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65422722,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65693051,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65861931,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65968641,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
65968642,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
65968643,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
66082881,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
66082882,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
67247951,3,True,False,True,True,False,2,0,False,INTRA_TRIP_DURATION_IMPLAUSIBLE,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,False
67318951,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
67572661,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
67585991,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
68439591,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
68459211,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
68763942,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
68763944,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
69110301,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
69160461,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
69548641,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
69548642,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
70030861,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70155271,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
70242911,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70340951,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70677151,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70709061,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70829541,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
70829542,6,True,True,True,True,False,5,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
70936031,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
71091571,9,True,True,True,True,False,8,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
71758851,6,True,True,True,True,False,5,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72285711,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72285712,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72531301,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72531302,6,True,True,True,True,False,5,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72531303,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72531304,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72585141,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72585142,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72933492,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72992151,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
72992153,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
73027631,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
73102031,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
74168021,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
74908381,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
75181821,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75181822,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75181823,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75181824,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75181825,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75181826,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75566901,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75566902,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75957811,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
75957812,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76153071,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76153072,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76159741,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76799921,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76799922,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76799923,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76799924,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76815841,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
76815842,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
77188661,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
77302451,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
77302452,6,True,True,True,True,False,5,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
77302453,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
77802541,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78118181,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78118182,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78216331,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
78534231,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78534232,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78534233,1,True,False,True,True,False,0,0,False,INTRA_TRIP_DURATION_IMPLAUSIBLE,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,False
78534234,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78632901,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78632902,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78632903,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
78632905,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79066631,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79066632,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79514231,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79514232,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79847641,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
79847642,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,False
79847643,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
80076551,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
80360381,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
80360382,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
80360383,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
80360384,1,True,True,True,True,False,0,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
81184831,12,True,True,True,True,False,11,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_PLUS_UNDETAILED,False
81613021,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
81613022,7,True,True,True,True,False,6,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82037271,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82037272,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82037273,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82037274,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82037275,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82050941,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82050942,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82086991,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82086992,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82086993,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82115501,5,True,True,True,True,False,4,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82141471,3,True,True,True,True,False,2,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82141472,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82141473,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82141474,2,True,True,True,True,False,1,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
82221961,4,True,True,True,True,False,3,0,True,TEMPORAL_SEQUENCE_VALID,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,True
