HP_ID,H_ID,P_ID,W_ID,W_RBW,W_SZ,W_SZS,W_SZM,W_AZ,W_AZS,W_AZM,W_FOLGETAG,wegmin,start_time_valid,arrival_time_valid,departure_clock_minute,arrival_clock_minute,arrival_day_offset,arrival_absolute_minute,duration_from_clock_min,clock_duration_plausible,duration_exactly_matches_wegmin,temporal_row_status,W_GEW
31851902,31851900.0,2,4,0,11:15:00,11,15,11:30:00,11,30,0,15,True,True,675.0,690.0,0.0,690.0,15.0,True,True,DIRECT_TEMPORAL_VALID,2.57370199011446
31851903,31851900.0,3,1,0,7:30:00,7,30,7:31:00,7,31,0,1,True,True,450.0,451.0,0.0,451.0,1.0,True,True,DIRECT_TEMPORAL_VALID,3.49446242974732
31851903,31851900.0,3,2,0,7:40:00,7,40,7:41:00,7,41,0,1,True,True,460.0,461.0,0.0,461.0,1.0,True,True,DIRECT_TEMPORAL_VALID,3.49446242974732
31851903,31851900.0,3,3,0,10:30:00,10,30,10:40:00,10,40,0,10,True,True,630.0,640.0,0.0,640.0,10.0,True,True,DIRECT_TEMPORAL_VALID,3.49446242974732
31851903,31851900.0,3,4,0,11:15:00,11,15,11:30:00,11,30,0,15,True,True,675.0,690.0,0.0,690.0,15.0,True,True,DIRECT_TEMPORAL_VALID,3.49446242974732
32561361,32561360.0,1,1,0,15:15:00,15,15,15:50:00,15,50,0,35,True,True,915.0,950.0,0.0,950.0,35.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32561361,32561360.0,1,2,0,18:15:00,18,15,18:45:00,18,45,0,30,True,True,1095.0,1125.0,0.0,1125.0,30.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32561361,32561360.0,1,3,0,18:50:00,18,50,19:15:00,19,15,0,25,True,True,1130.0,1155.0,0.0,1155.0,25.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32561361,32561360.0,1,4,0,19:45:00,19,45,20:00:00,20,0,0,15,True,True,1185.0,1200.0,0.0,1200.0,15.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32561363,32561360.0,3,1,0,8:50:00,8,50,9:25:00,9,25,0,35,True,True,530.0,565.0,0.0,565.0,35.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32561363,32561360.0,3,2,0,18:00:00,18,0,18:30:00,18,30,0,30,True,True,1080.0,1110.0,0.0,1110.0,30.0,True,True,DIRECT_TEMPORAL_VALID,3.87341440647811
32691661,32691660.0,1,1,0,5:25:00,5,25,5:40:00,5,40,0,15,True,True,325.0,340.0,0.0,340.0,15.0,True,True,DIRECT_TEMPORAL_VALID,2.82077768298058
32691661,32691660.0,1,2,0,18:10:00,18,10,18:30:00,18,30,0,20,True,True,1090.0,1110.0,0.0,1110.0,20.0,True,True,DIRECT_TEMPORAL_VALID,2.82077768298058
32691662,32691660.0,2,1,0,6:15:00,6,15,7:20:00,7,20,0,65,True,True,375.0,440.0,0.0,440.0,65.0,True,True,DIRECT_TEMPORAL_VALID,3.54150104073593
32691662,32691660.0,2,2,0,16:25:00,16,25,17:00:00,17,0,0,35,True,True,985.0,1020.0,0.0,1020.0,35.0,True,True,DIRECT_TEMPORAL_VALID,3.54150104073593
32691662,32691660.0,2,3,0,17:40:00,17,40,18:30:00,18,30,0,50,True,True,1060.0,1110.0,0.0,1110.0,50.0,True,True,DIRECT_TEMPORAL_VALID,3.54150104073593
32795461,32795460.0,1,1,0,7:30:00,7,30,8:00:00,8,0,0,30,True,True,450.0,480.0,0.0,480.0,30.0,True,True,DIRECT_TEMPORAL_VALID,1.27124140885
32795461,32795460.0,1,2,0,16:30:00,16,30,17:15:00,17,15,0,45,True,True,990.0,1035.0,0.0,1035.0,45.0,True,True,DIRECT_TEMPORAL_VALID,1.27124140885
32795462,32795460.0,2,1,0,6:30:00,6,30,7:00:00,7,0,0,30,True,True,390.0,420.0,0.0,420.0,30.0,True,True,DIRECT_TEMPORAL_VALID,1.73387149670658
32795462,32795460.0,2,2,0,13:00:00,13,0,13:45:00,13,45,0,45,True,True,780.0,825.0,0.0,825.0,45.0,True,True,DIRECT_TEMPORAL_VALID,1.73387149670658
32795462,32795460.0,2,3,0,19:30:00,19,30,20:15:00,20,15,0,45,True,True,1170.0,1215.0,0.0,1215.0,45.0,True,True,DIRECT_TEMPORAL_VALID,1.73387149670658
32799191,32799190.0,1,1,0,15:00:00,15,0,15:25:00,15,25,0,25,True,True,900.0,925.0,0.0,925.0,25.0,True,True,DIRECT_TEMPORAL_VALID,2.51839851747093
32799191,32799190.0,1,2,0,16:15:00,16,15,16:40:00,16,40,0,25,True,True,975.0,1000.0,0.0,1000.0,25.0,True,True,DIRECT_TEMPORAL_VALID,2.51839851747093
33168471,33168470.0,1,1,0,16:40:00,16,40,16:50:00,16,50,0,10,True,True,1000.0,1010.0,0.0,1010.0,10.0,True,True,DIRECT_TEMPORAL_VALID,3.05016949236358
33168472,33168470.0,2,1,0,16:00:00,16,0,16:05:00,16,5,0,5,True,True,960.0,965.0,0.0,965.0,5.0,True,True,DIRECT_TEMPORAL_VALID,4.8151278772579
33282061,33282060.0,1,1,0,13:20:00,13,20,13:55:00,13,55,0,35,True,True,800.0,835.0,0.0,835.0,35.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33282061,33282060.0,1,2,0,14:55:00,14,55,15:40:00,15,40,0,45,True,True,895.0,940.0,0.0,940.0,45.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33282061,33282060.0,1,3,0,15:50:00,15,50,16:15:00,16,15,0,25,True,True,950.0,975.0,0.0,975.0,25.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33282061,33282060.0,1,4,0,17:10:00,17,10,17:35:00,17,35,0,25,True,True,1030.0,1055.0,0.0,1055.0,25.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33282061,33282060.0,1,5,0,17:40:00,17,40,19:35:00,19,35,0,115,True,True,1060.0,1175.0,0.0,1175.0,115.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33282061,33282060.0,1,6,0,19:40:00,19,40,20:15:00,20,15,0,35,True,True,1180.0,1215.0,0.0,1215.0,35.0,True,True,DIRECT_TEMPORAL_VALID,3.16309338377642
33531111,33531110.0,1,1,0,11:00:00,11,0,11:40:00,11,40,0,40,True,True,660.0,700.0,0.0,700.0,40.0,True,True,DIRECT_TEMPORAL_VALID,6.55009019792533
33531111,33531110.0,1,2,0,18:00:00,18,0,18:50:00,18,50,0,50,True,True,1080.0,1130.0,0.0,1130.0,50.0,True,True,DIRECT_TEMPORAL_VALID,6.55009019792533
33531111,33531110.0,1,3,0,19:15:00,19,15,19:45:00,19,45,0,30,True,True,1155.0,1185.0,0.0,1185.0,30.0,True,True,DIRECT_TEMPORAL_VALID,6.55009019792533
33531111,33531110.0,1,4,0,23:30:00,23,30,0:00:00,0,0,1,30,True,True,1410.0,0.0,1.0,1440.0,30.0,True,True,DIRECT_TEMPORAL_VALID,6.55009019792533
33626161,33626160.0,1,1,0,6:30:00,6,30,7:30:00,7,30,0,60,True,True,390.0,450.0,0.0,450.0,60.0,True,True,DIRECT_TEMPORAL_VALID,2.08169225964158
33626162,33626160.0,2,1,0,6:30:00,6,30,7:30:00,7,30,0,60,True,True,390.0,450.0,0.0,450.0,60.0,True,True,DIRECT_TEMPORAL_VALID,1.94243602994348
33626162,33626160.0,2,2,0,16:30:00,16,30,17:30:00,17,30,0,60,True,True,990.0,1050.0,0.0,1050.0,60.0,True,True,DIRECT_TEMPORAL_VALID,1.94243602994348
33626162,33626160.0,2,3,0,20:00:00,20,0,21:00:00,21,0,0,60,True,True,1200.0,1260.0,0.0,1260.0,60.0,True,True,DIRECT_TEMPORAL_VALID,1.94243602994348
33626164,33626160.0,4,1,0,6:30:00,6,30,7:30:00,7,30,0,60,True,True,390.0,450.0,0.0,450.0,60.0,True,True,DIRECT_TEMPORAL_VALID,3.29431322776656
33626164,33626160.0,4,2,0,8:00:00,8,0,16:00:00,16,0,0,480,True,True,480.0,960.0,0.0,960.0,480.0,True,True,DIRECT_TEMPORAL_VALID,3.29431322776656
33626164,33626160.0,4,3,0,16:20:00,16,20,20:30:00,20,30,0,250,True,True,980.0,1230.0,0.0,1230.0,250.0,True,True,DIRECT_TEMPORAL_VALID,3.29431322776656
34241451,34241450.0,1,1,0,7:55:00,7,55,8:50:00,8,50,0,55,True,True,475.0,530.0,0.0,530.0,55.0,True,True,DIRECT_TEMPORAL_VALID,5.73791687278275
34241451,34241450.0,1,2,0,18:50:00,18,50,19:25:00,19,25,0,35,True,True,1130.0,1165.0,0.0,1165.0,35.0,True,True,DIRECT_TEMPORAL_VALID,5.73791687278275
34241451,34241450.0,1,3,0,20:20:00,20,20,21:00:00,21,0,0,40,True,True,1220.0,1260.0,0.0,1260.0,40.0,True,True,DIRECT_TEMPORAL_VALID,5.73791687278275
34438971,34438970.0,1,1,0,11:15:00,11,15,11:45:00,11,45,0,30,True,True,675.0,705.0,0.0,705.0,30.0,True,True,DIRECT_TEMPORAL_VALID,2.8020922550915
34438971,34438970.0,1,2,0,12:30:00,12,30,13:15:00,13,15,0,45,True,True,750.0,795.0,0.0,795.0,45.0,True,True,DIRECT_TEMPORAL_VALID,2.8020922550915
34622671,34622670.0,1,1,0,9:00:00,9,0,9:27:00,9,27,0,27,True,True,540.0,567.0,0.0,567.0,27.0,True,True,DIRECT_TEMPORAL_VALID,4.5259492836197
34622671,34622670.0,1,2,0,18:10:00,18,10,18:20:00,18,20,0,10,True,True,1090.0,1100.0,0.0,1100.0,10.0,True,True,DIRECT_TEMPORAL_VALID,4.5259492836197
34622671,34622670.0,1,3,0,20:20:00,20,20,20:43:00,20,43,0,23,True,True,1220.0,1243.0,0.0,1243.0,23.0,True,True,DIRECT_TEMPORAL_VALID,4.5259492836197
34927751,34927750.0,1,1,0,6:45:00,6,45,7:25:00,7,25,0,40,True,True,405.0,445.0,0.0,445.0,40.0,True,True,DIRECT_TEMPORAL_VALID,4.72027298366594
34927751,34927750.0,1,2,0,9:30:00,9,30,10:00:00,10,0,0,30,True,True,570.0,600.0,0.0,600.0,30.0,True,True,DIRECT_TEMPORAL_VALID,4.72027298366594
35082251,35082250.0,1,1,0,10:00:00,10,0,10:10:00,10,10,0,10,True,True,600.0,610.0,0.0,610.0,10.0,True,True,DIRECT_TEMPORAL_VALID,3.32140700010378
35082251,35082250.0,1,2,0,10:20:00,10,20,10:25:00,10,25,0,5,True,True,620.0,625.0,0.0,625.0,5.0,True,True,DIRECT_TEMPORAL_VALID,3.32140700010378
35082251,35082250.0,1,3,0,10:25:00,10,25,10:30:00,10,30,0,5,True,True,625.0,630.0,0.0,630.0,5.0,True,True,DIRECT_TEMPORAL_VALID,3.32140700010378
35187171,35187170.0,1,1,0,7:00:00,7,0,7:45:00,7,45,0,45,True,True,420.0,465.0,0.0,465.0,45.0,True,True,DIRECT_TEMPORAL_VALID,6.48618329822817
35187171,35187170.0,1,2,0,16:00:00,16,0,17:00:00,17,0,0,60,True,True,960.0,1020.0,0.0,1020.0,60.0,True,True,DIRECT_TEMPORAL_VALID,6.48618329822817
35195611,35195610.0,1,1,0,8:00:00,8,0,8:55:00,8,55,0,55,True,True,480.0,535.0,0.0,535.0,55.0,True,True,DIRECT_TEMPORAL_VALID,7.58346273967293
35195611,35195610.0,1,2,0,17:40:00,17,40,17:45:00,17,45,0,5,True,True,1060.0,1065.0,0.0,1065.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.58346273967293
35379811,35379810.0,1,1,0,11:20:00,11,20,11:25:00,11,25,0,5,True,True,680.0,685.0,0.0,685.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
35379811,35379810.0,1,2,0,11:35:00,11,35,11:40:00,11,40,0,5,True,True,695.0,700.0,0.0,700.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
35379811,35379810.0,1,3,0,15:30:00,15,30,18:30:00,18,30,0,180,True,True,930.0,1110.0,0.0,1110.0,180.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
35379811,35379810.0,1,101,1, ,701,701, ,701,701,701,70701,False,False,,,,,,False,False,RBW_TIME_NOT_OBSERVED,7.3178715257266
35379812,35379810.0,2,1,0,10:00:00,10,0,10:10:00,10,10,0,10,True,True,600.0,610.0,0.0,610.0,10.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
35379812,35379810.0,2,2,0,13:15:00,13,15,14:15:00,14,15,0,60,True,True,795.0,855.0,0.0,855.0,60.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
35379812,35379810.0,2,3,0,19:30:00,19,30,20:15:00,20,15,0,45,True,True,1170.0,1215.0,0.0,1215.0,45.0,True,True,DIRECT_TEMPORAL_VALID,7.3178715257266
36120391,36120390.0,1,1,0,9:50:00,9,50,10:15:00,10,15,0,25,True,True,590.0,615.0,0.0,615.0,25.0,True,True,DIRECT_TEMPORAL_VALID,1.07059415248523
36120391,36120390.0,1,2,0,12:15:00,12,15,13:50:00,13,50,0,95,True,True,735.0,830.0,0.0,830.0,95.0,True,True,DIRECT_TEMPORAL_VALID,1.07059415248523
36120392,36120390.0,2,1,0,8:10:00,8,10,8:20:00,8,20,0,10,True,True,490.0,500.0,0.0,500.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.57272317305041
36120392,36120390.0,2,2,0,9:35:00,9,35,9:45:00,9,45,0,10,True,True,575.0,585.0,0.0,585.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.57272317305041
36120392,36120390.0,2,3,0,12:15:00,12,15,13:50:00,13,50,0,95,True,True,735.0,830.0,0.0,830.0,95.0,True,True,DIRECT_TEMPORAL_VALID,1.57272317305041
36224001,36224000.0,1,1,0,11:00:00,11,0,12:35:00,12,35,0,95,True,True,660.0,755.0,0.0,755.0,95.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
36224001,36224000.0,1,2,0,16:00:00,16,0,17:35:00,17,35,0,95,True,True,960.0,1055.0,0.0,1055.0,95.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
36629351,36629350.0,1,1,0,7:15:00,7,15,8:25:00,8,25,0,70,True,True,435.0,505.0,0.0,505.0,70.0,True,True,DIRECT_TEMPORAL_VALID,3.21485943982082
36629351,36629350.0,1,2,0,17:00:00,17,0,18:15:00,18,15,0,75,True,True,1020.0,1095.0,0.0,1095.0,75.0,True,True,DIRECT_TEMPORAL_VALID,3.21485943982082
36629352,36629350.0,2,1,0,12:30:00,12,30,13:00:00,13,0,0,30,True,True,750.0,780.0,0.0,780.0,30.0,True,True,DIRECT_TEMPORAL_VALID,5.69371882556647
36629352,36629350.0,2,2,0,23:30:00,23,30,23:50:00,23,50,0,20,True,True,1410.0,1430.0,0.0,1430.0,20.0,True,True,DIRECT_TEMPORAL_VALID,5.69371882556647
36694191,36694190.0,1,1,0,8:15:00,8,15,8:40:00,8,40,0,25,True,True,495.0,520.0,0.0,520.0,25.0,True,True,DIRECT_TEMPORAL_VALID,0.46659317117278
36694191,36694190.0,1,2,0,12:00:00,12,0,12:25:00,12,25,0,25,True,True,720.0,745.0,0.0,745.0,25.0,True,True,DIRECT_TEMPORAL_VALID,0.46659317117278
36694191,36694190.0,1,3,0,14:20:00,14,20,14:40:00,14,40,0,20,True,True,860.0,880.0,0.0,880.0,20.0,True,True,DIRECT_TEMPORAL_VALID,0.46659317117278
36694191,36694190.0,1,4,0,17:25:00,17,25,17:45:00,17,45,0,20,True,True,1045.0,1065.0,0.0,1065.0,20.0,True,True,DIRECT_TEMPORAL_VALID,0.46659317117278
36694191,36694190.0,1,5,0,19:20:00,19,20,19:50:00,19,50,0,30,True,True,1160.0,1190.0,0.0,1190.0,30.0,True,True,DIRECT_TEMPORAL_VALID,0.46659317117278
36694191,36694190.0,1,101,1, ,701,701, ,701,701,701,70701,False,False,,,,,,False,False,RBW_TIME_NOT_OBSERVED,0.46659317117278
36694191,36694190.0,1,102,1, ,701,701, ,701,701,701,70701,False,False,,,,,,False,False,RBW_TIME_NOT_OBSERVED,0.46659317117278
36694191,36694190.0,1,103,1, ,701,701, ,701,701,701,70701,False,False,,,,,,False,False,RBW_TIME_NOT_OBSERVED,0.46659317117278
36694191,36694190.0,1,104,1, ,701,701, ,701,701,701,70701,False,False,,,,,,False,False,RBW_TIME_NOT_OBSERVED,0.46659317117278
36776861,36776860.0,1,1,0,9:00:00,9,0,9:05:00,9,5,0,5,True,True,540.0,545.0,0.0,545.0,5.0,True,True,DIRECT_TEMPORAL_VALID,3.31182033455938
36776861,36776860.0,1,2,0,9:10:00,9,10,9:15:00,9,15,0,5,True,True,550.0,555.0,0.0,555.0,5.0,True,True,DIRECT_TEMPORAL_VALID,3.31182033455938
36890091,36890090.0,1,1,0,10:30:00,10,30,11:00:00,11,0,0,30,True,True,630.0,660.0,0.0,660.0,30.0,True,True,DIRECT_TEMPORAL_VALID,2.69980198307185
36890091,36890090.0,1,2,0,15:30:00,15,30,16:00:00,16,0,0,30,True,True,930.0,960.0,0.0,960.0,30.0,True,True,DIRECT_TEMPORAL_VALID,2.69980198307185
36890091,36890090.0,1,3,0,19:00:00,19,0,19:35:00,19,35,0,35,True,True,1140.0,1175.0,0.0,1175.0,35.0,True,True,DIRECT_TEMPORAL_VALID,2.69980198307185
36890091,36890090.0,1,4,0,23:00:00,23,0,23:45:00,23,45,0,45,True,True,1380.0,1425.0,0.0,1425.0,45.0,True,True,DIRECT_TEMPORAL_VALID,2.69980198307185
37031131,37031130.0,1,1,0,8:40:00,8,40,8:45:00,8,45,0,5,True,True,520.0,525.0,0.0,525.0,5.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
37031131,37031130.0,1,2,0,8:55:00,8,55,9:20:00,9,20,0,25,True,True,535.0,560.0,0.0,560.0,25.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
37031131,37031130.0,1,3,0,16:50:00,16,50,17:40:00,17,40,0,50,True,True,1010.0,1060.0,0.0,1060.0,50.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
37031131,37031130.0,1,4,0,17:50:00,17,50,18:00:00,18,0,0,10,True,True,1070.0,1080.0,0.0,1080.0,10.0,True,True,DIRECT_TEMPORAL_VALID,4.55502023321719
37031132,37031130.0,2,1,0,6:00:00,6,0,7:00:00,7,0,0,60,True,True,360.0,420.0,0.0,420.0,60.0,True,True,DIRECT_TEMPORAL_VALID,6.21268288958717
37031132,37031130.0,2,2,0,16:00:00,16,0,17:00:00,17,0,0,60,True,True,960.0,1020.0,0.0,1020.0,60.0,True,True,DIRECT_TEMPORAL_VALID,6.21268288958717
37031132,37031130.0,2,3,0,19:30:00,19,30,20:00:00,20,0,0,30,True,True,1170.0,1200.0,0.0,1200.0,30.0,True,True,DIRECT_TEMPORAL_VALID,6.21268288958717
37031132,37031130.0,2,4,0,23:35:00,23,35,23:55:00,23,55,0,20,True,True,1415.0,1435.0,0.0,1435.0,20.0,True,True,DIRECT_TEMPORAL_VALID,6.21268288958717
37031133,37031130.0,3,1,0,8:40:00,8,40,8:45:00,8,45,0,5,True,True,520.0,525.0,0.0,525.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.39758755753124
37031133,37031130.0,3,2,0,15:15:00,15,15,15:40:00,15,40,0,25,True,True,915.0,940.0,0.0,940.0,25.0,True,True,DIRECT_TEMPORAL_VALID,7.39758755753124
37824222,37824220.0,2,1,0,16:00:00,16,0,16:15:00,16,15,0,15,True,True,960.0,975.0,0.0,975.0,15.0,True,True,DIRECT_TEMPORAL_VALID,0.959475350337763
37824222,37824220.0,2,2,0,18:00:00,18,0,18:15:00,18,15,0,15,True,True,1080.0,1095.0,0.0,1095.0,15.0,True,True,DIRECT_TEMPORAL_VALID,0.959475350337763
37901331,37901330.0,1,1,0,8:30:00,8,30,9:10:00,9,10,0,40,True,True,510.0,550.0,0.0,550.0,40.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37901331,37901330.0,1,2,0,17:30:00,17,30,18:00:00,18,0,0,30,True,True,1050.0,1080.0,0.0,1080.0,30.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37901331,37901330.0,1,3,0,19:30:00,19,30,19:35:00,19,35,0,5,True,True,1170.0,1175.0,0.0,1175.0,5.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37901331,37901330.0,1,4,0,23:00:00,23,0,23:20:00,23,20,0,20,True,True,1380.0,1400.0,0.0,1400.0,20.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37901331,37901330.0,1,5,0,23:20:00,23,20,23:45:00,23,45,0,25,True,True,1400.0,1425.0,0.0,1425.0,25.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,1,0,8:00:00,8,0,8:15:00,8,15,0,15,True,True,480.0,495.0,0.0,495.0,15.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,2,0,8:30:00,8,30,9:15:00,9,15,0,45,True,True,510.0,555.0,0.0,555.0,45.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,3,0,15:00:00,15,0,15:45:00,15,45,0,45,True,True,900.0,945.0,0.0,945.0,45.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,4,0,16:00:00,16,0,16:15:00,16,15,0,15,True,True,960.0,975.0,0.0,975.0,15.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,5,0,18:00:00,18,0,18:30:00,18,30,0,30,True,True,1080.0,1110.0,0.0,1110.0,30.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
37907931,37907930.0,1,6,0,18:30:00,18,30,19:00:00,19,0,0,30,True,True,1110.0,1140.0,0.0,1140.0,30.0,True,True,DIRECT_TEMPORAL_VALID,4.66373231616935
38746481,38746480.0,1,1,0,14:55:00,14,55,15:10:00,15,10,0,15,True,True,895.0,910.0,0.0,910.0,15.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38746481,38746480.0,1,2,0,15:45:00,15,45,15:55:00,15,55,0,10,True,True,945.0,955.0,0.0,955.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38746481,38746480.0,1,3,0,17:30:00,17,30,17:45:00,17,45,0,15,True,True,1050.0,1065.0,0.0,1065.0,15.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38746481,38746480.0,1,4,0,19:35:00,19,35,19:45:00,19,45,0,10,True,True,1175.0,1185.0,0.0,1185.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38746481,38746480.0,1,5,0,20:20:00,20,20,20:30:00,20,30,0,10,True,True,1220.0,1230.0,0.0,1230.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38746481,38746480.0,1,6,0,20:40:00,20,40,20:50:00,20,50,0,10,True,True,1240.0,1250.0,0.0,1250.0,10.0,True,True,DIRECT_TEMPORAL_VALID,1.68786705124235
38803591,38803590.0,1,1,0,16:20:00,16,20,17:30:00,17,30,0,70,True,True,980.0,1050.0,0.0,1050.0,70.0,True,True,DIRECT_TEMPORAL_VALID,4.35089412444695
38803592,38803590.0,2,1,0,16:20:00,16,20,17:30:00,17,30,0,70,True,True,980.0,1050.0,0.0,1050.0,70.0,True,True,DIRECT_TEMPORAL_VALID,2.71515996517304
38887001,38887000.0,1,1,0,8:30:00,8,30,8:35:00,8,35,0,5,True,True,510.0,515.0,0.0,515.0,5.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,2,0,10:30:00,10,30,10:45:00,10,45,0,15,True,True,630.0,645.0,0.0,645.0,15.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,3,0,10:50:00,10,50,11:00:00,11,0,0,10,True,True,650.0,660.0,0.0,660.0,10.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,4,0,13:00:00,13,0,13:05:00,13,5,0,5,True,True,780.0,785.0,0.0,785.0,5.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,5,0,14:55:00,14,55,15:00:00,15,0,0,5,True,True,895.0,900.0,0.0,900.0,5.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,6,0,15:15:00,15,15,15:45:00,15,45,0,30,True,True,915.0,945.0,0.0,945.0,30.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,7,0,18:30:00,18,30,19:00:00,19,0,0,30,True,True,1110.0,1140.0,0.0,1140.0,30.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887001,38887000.0,1,8,0,20:43:00,20,43,20:45:00,20,45,0,2,True,True,1243.0,1245.0,0.0,1245.0,2.0,True,True,DIRECT_TEMPORAL_VALID,5.21567533109586
38887003,38887000.0,3,1,0,8:30:00,8,30,8:35:00,8,35,0,5,True,True,510.0,515.0,0.0,515.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,2,0,10:30:00,10,30,10:45:00,10,45,0,15,True,True,630.0,645.0,0.0,645.0,15.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,3,0,10:50:00,10,50,11:00:00,11,0,0,10,True,True,650.0,660.0,0.0,660.0,10.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,4,0,13:00:00,13,0,13:05:00,13,5,0,5,True,True,780.0,785.0,0.0,785.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,5,0,14:55:00,14,55,15:00:00,15,0,0,5,True,True,895.0,900.0,0.0,900.0,5.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,6,0,15:15:00,15,15,15:45:00,15,45,0,30,True,True,915.0,945.0,0.0,945.0,30.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,7,0,18:30:00,18,30,19:00:00,19,0,0,30,True,True,1110.0,1140.0,0.0,1140.0,30.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38887003,38887000.0,3,8,0,20:43:00,20,43,20:45:00,20,45,0,2,True,True,1243.0,1245.0,0.0,1245.0,2.0,True,True,DIRECT_TEMPORAL_VALID,7.63004549306086
38977091,38977090.0,1,1,0,10:30:00,10,30,10:40:00,10,40,0,10,True,True,630.0,640.0,0.0,640.0,10.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
38977091,38977090.0,1,2,0,14:00:00,14,0,14:15:00,14,15,0,15,True,True,840.0,855.0,0.0,855.0,15.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
38977091,38977090.0,1,3,0,15:00:00,15,0,15:15:00,15,15,0,15,True,True,900.0,915.0,0.0,915.0,15.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
38977091,38977090.0,1,4,0,15:15:00,15,15,16:45:00,16,45,0,90,True,True,915.0,1005.0,0.0,1005.0,90.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
38977091,38977090.0,1,5,0,16:45:00,16,45,17:15:00,17,15,0,30,True,True,1005.0,1035.0,0.0,1035.0,30.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
38977091,38977090.0,1,6,0,22:00:00,22,0,22:15:00,22,15,0,15,True,True,1320.0,1335.0,0.0,1335.0,15.0,True,True,DIRECT_TEMPORAL_VALID,3.62581707163187
39131321,39131320.0,1,1,0,8:30:00,8,30,9:10:00,9,10,0,40,True,True,510.0,550.0,0.0,550.0,40.0,True,True,DIRECT_TEMPORAL_VALID,4.02280683802821
