HP_ID,n_direct_trips,all_direct_transitions_resolved,first_origin_activity,has_source_unknown_purpose,has_unresolved_return,chain_coverage_status,full_functional_day_sequence_eligible
5561591.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5561821.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5561822.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5567421.0,3,True,HOME,False,False,DIRECT_ROWS_RBW_COUNT_UNKNOWN,False
5567422.0,7,True,HOME,False,False,DIRECT_ROWS_RBW_COUNT_UNKNOWN,False
5567423.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5579671.0,2,False,UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5579673.0,2,False,UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5579674.0,2,False,UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5583441.0,6,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5583442.0,10,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5589001.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5592701.0,8,False,NON_HOME_UNKNOWN,False,False,DIRECT_ROWS_PLUS_UNDETAILED_TRIPS,False
5600161.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5602222.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5602223.0,3,False,NON_HOME_UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5608331.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5608332.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5611481.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5616651.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5619501.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5619502.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5626231.0,2,True,HOME,False,False,MIXED_DIRECT_RBW_UNTIMED,False
5626251.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5626252.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5626841.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5629691.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5629692.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5629694.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5640111.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5640112.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5641231.0,3,True,HOME,False,False,MIXED_DIRECT_RBW_UNTIMED,False
5641232.0,3,True,HOME,False,False,DIRECT_ROWS_RBW_COUNT_UNKNOWN,False
5641233.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5646861.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5646862.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652441.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652442.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652443.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652444.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652691.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652692.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5652693.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5659321.0,2,False,UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5662121.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5662122.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5677051.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5687951.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5690471.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5690472.0,7,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5690473.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5690474.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5704081.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5704082.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5704083.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5704084.0,6,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
5705821.0,2,False,NON_HOME_UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5705822.0,2,False,NON_HOME_UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5841361.0,2,False,UNKNOWN,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,False
5977561.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10118761.0,6,False,HOME,False,True,DIRECT_REPORTED_CHAIN_COMPLETE,False
10232021.0,5,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10232022.0,1,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10232023.0,4,True,HOME,False,False,MIXED_DIRECT_RBW_UNTIMED,False
10232024.0,2,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10232025.0,3,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10248631.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
10248632.0,4,True,HOME,False,False,DIRECT_REPORTED_CHAIN_COMPLETE,True
