geography_level,geography_id,geography_name,statistical_population_available,statistical_household_available,resident_total_raw,resident_total,resident_total_quality_flag,private_households_total_raw,private_households_total,private_households_total_quality_flag,hh1_raw,hh1,hh1_quality_flag,hh2_raw,hh2,hh2_quality_flag,hh3_raw,hh3,hh3_quality_flag,hh4_raw,hh4,hh4_quality_flag,hh5_raw,hh5,hh5_quality_flag,hh6plus_raw,hh6plus,hh6plus_quality_flag,private_person_lower_bound_from_hhsize,resident_minus_private_lower_bound,residual_sign,residual_valid_as_exact_nonprivate_count,residual_interpretation,n_disclosure_adjusted_zero_cells_relevant
PLR,06300525,Zehlendorf Süd,True,True,5.646,5646,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.303,3303,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.016,2016,NORMAL_DISCLOSURE_CONTROLLED_COUNT,755,755,NORMAL_DISCLOSURE_CONTROLLED_COUNT,268,268,NORMAL_DISCLOSURE_CONTROLLED_COUNT,163,163,NORMAL_DISCLOSURE_CONTROLLED_COUNT,44,44,NORMAL_DISCLOSURE_CONTROLLED_COUNT,55,55,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5532,114,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300526,Zehlendorf Mitte,True,True,3.157,3157,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.654,1654,NORMAL_DISCLOSURE_CONTROLLED_COUNT,877,877,NORMAL_DISCLOSURE_CONTROLLED_COUNT,385,385,NORMAL_DISCLOSURE_CONTROLLED_COUNT,179,179,NORMAL_DISCLOSURE_CONTROLLED_COUNT,133,133,NORMAL_DISCLOSURE_CONTROLLED_COUNT,53,53,NORMAL_DISCLOSURE_CONTROLLED_COUNT,27,27,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3143,14,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300527,Sundgauer Straße,True,True,7.658,7658,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.161,4161,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.410,2410,NORMAL_DISCLOSURE_CONTROLLED_COUNT,979,979,NORMAL_DISCLOSURE_CONTROLLED_COUNT,389,389,NORMAL_DISCLOSURE_CONTROLLED_COUNT,219,219,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,91,91,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7332,326,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300528,Teltower Damm,True,True,10.786,10786,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.120,5120,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.292,2292,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.525,1525,NORMAL_DISCLOSURE_CONTROLLED_COUNT,556,556,NORMAL_DISCLOSURE_CONTROLLED_COUNT,464,464,NORMAL_DISCLOSURE_CONTROLLED_COUNT,201,201,NORMAL_DISCLOSURE_CONTROLLED_COUNT,86,86,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10387,399,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300629,Botanischer Garten,True,True,6.526,6526,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.682,3682,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.080,2080,NORMAL_DISCLOSURE_CONTROLLED_COUNT,907,907,NORMAL_DISCLOSURE_CONTROLLED_COUNT,346,346,NORMAL_DISCLOSURE_CONTROLLED_COUNT,241,241,NORMAL_DISCLOSURE_CONTROLLED_COUNT,68,68,NORMAL_DISCLOSURE_CONTROLLED_COUNT,40,40,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6476,50,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300630,Hindenburgdamm,True,True,5.161,5161,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.589,2589,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.520,1520,NORMAL_DISCLOSURE_CONTROLLED_COUNT,592,592,NORMAL_DISCLOSURE_CONTROLLED_COUNT,231,231,NORMAL_DISCLOSURE_CONTROLLED_COUNT,158,158,NORMAL_DISCLOSURE_CONTROLLED_COUNT,57,57,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4530,631,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300631,Goerzwerke,True,True,2.746,2746,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.509,1509,NORMAL_DISCLOSURE_CONTROLLED_COUNT,864,864,NORMAL_DISCLOSURE_CONTROLLED_COUNT,340,340,NORMAL_DISCLOSURE_CONTROLLED_COUNT,149,149,NORMAL_DISCLOSURE_CONTROLLED_COUNT,119,119,NORMAL_DISCLOSURE_CONTROLLED_COUNT,22,22,NORMAL_DISCLOSURE_CONTROLLED_COUNT,19,19,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2691,55,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300632,Schweizer Viertel,True,True,13.082,13082,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.714,5714,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.310,2310,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.574,1574,NORMAL_DISCLOSURE_CONTROLLED_COUNT,788,788,NORMAL_DISCLOSURE_CONTROLLED_COUNT,714,714,NORMAL_DISCLOSURE_CONTROLLED_COUNT,226,226,NORMAL_DISCLOSURE_CONTROLLED_COUNT,102,102,NORMAL_DISCLOSURE_CONTROLLED_COUNT,12420,662,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300633,Augustaplatz,True,True,11.619,11619,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.452,6452,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.572,3572,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.591,1591,NORMAL_DISCLOSURE_CONTROLLED_COUNT,600,600,NORMAL_DISCLOSURE_CONTROLLED_COUNT,443,443,NORMAL_DISCLOSURE_CONTROLLED_COUNT,152,152,NORMAL_DISCLOSURE_CONTROLLED_COUNT,90,90,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11626,-7,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06300634,Lichterfelde West,True,True,8.137,8137,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.954,3954,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.875,1875,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.031,1031,NORMAL_DISCLOSURE_CONTROLLED_COUNT,443,443,NORMAL_DISCLOSURE_CONTROLLED_COUNT,394,394,NORMAL_DISCLOSURE_CONTROLLED_COUNT,133,133,NORMAL_DISCLOSURE_CONTROLLED_COUNT,74,74,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7951,186,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400735,Wannsee,True,True,9.760,9760,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.478,4478,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.949,1949,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.301,1301,NORMAL_DISCLOSURE_CONTROLLED_COUNT,540,540,NORMAL_DISCLOSURE_CONTROLLED_COUNT,436,436,NORMAL_DISCLOSURE_CONTROLLED_COUNT,159,159,NORMAL_DISCLOSURE_CONTROLLED_COUNT,95,95,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9280,480,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400736,Düppel,True,True,4.731,4731,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.124,2124,NORMAL_DISCLOSURE_CONTROLLED_COUNT,731,731,NORMAL_DISCLOSURE_CONTROLLED_COUNT,753,753,NORMAL_DISCLOSURE_CONTROLLED_COUNT,274,274,NORMAL_DISCLOSURE_CONTROLLED_COUNT,243,243,NORMAL_DISCLOSURE_CONTROLLED_COUNT,84,84,NORMAL_DISCLOSURE_CONTROLLED_COUNT,39,39,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4685,46,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400737,Nikolassee,True,True,10.838,10838,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.352,5352,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.818,2818,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.290,1290,NORMAL_DISCLOSURE_CONTROLLED_COUNT,561,561,NORMAL_DISCLOSURE_CONTROLLED_COUNT,428,428,NORMAL_DISCLOSURE_CONTROLLED_COUNT,154,154,NORMAL_DISCLOSURE_CONTROLLED_COUNT,103,103,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10181,657,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400838,Krumme Lanke,True,True,7.322,7322,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.549,3549,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.531,1531,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.100,1100,NORMAL_DISCLOSURE_CONTROLLED_COUNT,405,405,NORMAL_DISCLOSURE_CONTROLLED_COUNT,342,342,NORMAL_DISCLOSURE_CONTROLLED_COUNT,107,107,NORMAL_DISCLOSURE_CONTROLLED_COUNT,68,68,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7257,65,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400839,Fischerhüttenstraße,True,True,5.208,5208,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.626,2626,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.262,1262,NORMAL_DISCLOSURE_CONTROLLED_COUNT,727,727,NORMAL_DISCLOSURE_CONTROLLED_COUNT,277,277,NORMAL_DISCLOSURE_CONTROLLED_COUNT,231,231,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5146,62,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400840,Fischtal,True,True,7.168,7168,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.754,3754,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.862,1862,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.021,1021,NORMAL_DISCLOSURE_CONTROLLED_COUNT,393,393,NORMAL_DISCLOSURE_CONTROLLED_COUNT,319,319,NORMAL_DISCLOSURE_CONTROLLED_COUNT,116,116,NORMAL_DISCLOSURE_CONTROLLED_COUNT,49,49,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7233,-65,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400841,Zehlendorf Eiche,True,True,5.922,5922,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.176,3176,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.789,1789,NORMAL_DISCLOSURE_CONTROLLED_COUNT,712,712,NORMAL_DISCLOSURE_CONTROLLED_COUNT,319,319,NORMAL_DISCLOSURE_CONTROLLED_COUNT,233,233,NORMAL_DISCLOSURE_CONTROLLED_COUNT,85,85,NORMAL_DISCLOSURE_CONTROLLED_COUNT,44,44,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5791,131,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400842,Hüttenweg,True,True,4.473,4473,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.027,2027,NORMAL_DISCLOSURE_CONTROLLED_COUNT,834,834,NORMAL_DISCLOSURE_CONTROLLED_COUNT,498,498,NORMAL_DISCLOSURE_CONTROLLED_COUNT,302,302,NORMAL_DISCLOSURE_CONTROLLED_COUNT,301,301,NORMAL_DISCLOSURE_CONTROLLED_COUNT,77,77,NORMAL_DISCLOSURE_CONTROLLED_COUNT,24,24,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4469,4,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400843,Thielallee,True,True,4.571,4571,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.076,2076,NORMAL_DISCLOSURE_CONTROLLED_COUNT,859,859,NORMAL_DISCLOSURE_CONTROLLED_COUNT,584,584,NORMAL_DISCLOSURE_CONTROLLED_COUNT,244,244,NORMAL_DISCLOSURE_CONTROLLED_COUNT,229,229,NORMAL_DISCLOSURE_CONTROLLED_COUNT,105,105,NORMAL_DISCLOSURE_CONTROLLED_COUNT,56,56,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4536,35,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,06400844,Dahlem,True,True,6.876,6876,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.243,3243,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.541,1541,NORMAL_DISCLOSURE_CONTROLLED_COUNT,829,829,NORMAL_DISCLOSURE_CONTROLLED_COUNT,355,355,NORMAL_DISCLOSURE_CONTROLLED_COUNT,301,301,NORMAL_DISCLOSURE_CONTROLLED_COUNT,120,120,NORMAL_DISCLOSURE_CONTROLLED_COUNT,96,96,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6644,232,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100101,Wittenbergplatz,True,True,9.282,9282,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.781,5781,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.836,3836,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.113,1113,NORMAL_DISCLOSURE_CONTROLLED_COUNT,426,426,NORMAL_DISCLOSURE_CONTROLLED_COUNT,280,280,NORMAL_DISCLOSURE_CONTROLLED_COUNT,71,71,NORMAL_DISCLOSURE_CONTROLLED_COUNT,53,53,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9133,149,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100102,Kalckreuthstraße,True,True,7.768,7768,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.946,4946,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.454,3454,NORMAL_DISCLOSURE_CONTROLLED_COUNT,777,777,NORMAL_DISCLOSURE_CONTROLLED_COUNT,367,367,NORMAL_DISCLOSURE_CONTROLLED_COUNT,205,205,NORMAL_DISCLOSURE_CONTROLLED_COUNT,88,88,NORMAL_DISCLOSURE_CONTROLLED_COUNT,56,56,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7705,63,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100103,Frobenstraße,True,True,6.999,6999,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.830,3830,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.366,2366,NORMAL_DISCLOSURE_CONTROLLED_COUNT,657,657,NORMAL_DISCLOSURE_CONTROLLED_COUNT,313,313,NORMAL_DISCLOSURE_CONTROLLED_COUNT,271,271,NORMAL_DISCLOSURE_CONTROLLED_COUNT,129,129,NORMAL_DISCLOSURE_CONTROLLED_COUNT,93,93,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6906,93,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100204,Barbarossaplatz,True,True,9.827,9827,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.010,6010,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.031,4031,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.004,1004,NORMAL_DISCLOSURE_CONTROLLED_COUNT,500,500,NORMAL_DISCLOSURE_CONTROLLED_COUNT,324,324,NORMAL_DISCLOSURE_CONTROLLED_COUNT,84,84,NORMAL_DISCLOSURE_CONTROLLED_COUNT,70,70,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9675,152,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100205,Alvenslebenstraße,True,True,4.711,4711,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.393,2393,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.328,1328,NORMAL_DISCLOSURE_CONTROLLED_COUNT,512,512,NORMAL_DISCLOSURE_CONTROLLED_COUNT,219,219,NORMAL_DISCLOSURE_CONTROLLED_COUNT,169,169,NORMAL_DISCLOSURE_CONTROLLED_COUNT,80,80,NORMAL_DISCLOSURE_CONTROLLED_COUNT,89,89,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4619,92,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07100206,Großgörschenstraße,True,True,7.829,7829,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.542,4542,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.910,2910,NORMAL_DISCLOSURE_CONTROLLED_COUNT,841,841,NORMAL_DISCLOSURE_CONTROLLED_COUNT,390,390,NORMAL_DISCLOSURE_CONTROLLED_COUNT,235,235,NORMAL_DISCLOSURE_CONTROLLED_COUNT,92,92,NORMAL_DISCLOSURE_CONTROLLED_COUNT,82,82,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7654,175,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200307,Bayerischer Platz,True,True,10.297,10297,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.317,6317,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.082,4082,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.249,1249,NORMAL_DISCLOSURE_CONTROLLED_COUNT,533,533,NORMAL_DISCLOSURE_CONTROLLED_COUNT,306,306,NORMAL_DISCLOSURE_CONTROLLED_COUNT,89,89,NORMAL_DISCLOSURE_CONTROLLED_COUNT,67,67,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10250,47,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200308,Volkspark (Rudolph-Wilde-Park),True,True,9.548,9548,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.742,5742,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.820,3820,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.031,1031,NORMAL_DISCLOSURE_CONTROLLED_COUNT,463,463,NORMAL_DISCLOSURE_CONTROLLED_COUNT,264,264,NORMAL_DISCLOSURE_CONTROLLED_COUNT,90,90,NORMAL_DISCLOSURE_CONTROLLED_COUNT,76,76,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9233,315,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200409,Belziger Straße,True,True,8.816,8816,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.173,5173,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.389,3389,NORMAL_DISCLOSURE_CONTROLLED_COUNT,895,895,NORMAL_DISCLOSURE_CONTROLLED_COUNT,445,445,NORMAL_DISCLOSURE_CONTROLLED_COUNT,305,305,NORMAL_DISCLOSURE_CONTROLLED_COUNT,81,81,NORMAL_DISCLOSURE_CONTROLLED_COUNT,59,59,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8493,323,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200410,Feurigstraße,True,True,5.326,5326,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.702,2702,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.523,1523,NORMAL_DISCLOSURE_CONTROLLED_COUNT,550,550,NORMAL_DISCLOSURE_CONTROLLED_COUNT,309,309,NORMAL_DISCLOSURE_CONTROLLED_COUNT,160,160,NORMAL_DISCLOSURE_CONTROLLED_COUNT,83,83,NORMAL_DISCLOSURE_CONTROLLED_COUNT,78,78,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5073,253,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200411,Julius-Leber-Brücke,True,True,2.516,2516,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.370,1370,NORMAL_DISCLOSURE_CONTROLLED_COUNT,807,807,NORMAL_DISCLOSURE_CONTROLLED_COUNT,276,276,NORMAL_DISCLOSURE_CONTROLLED_COUNT,136,136,NORMAL_DISCLOSURE_CONTROLLED_COUNT,88,88,NORMAL_DISCLOSURE_CONTROLLED_COUNT,25,25,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2460,56,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200412,Schöneberger Linse,True,True,1.590,1590,NORMAL_DISCLOSURE_CONTROLLED_COUNT,872,872,NORMAL_DISCLOSURE_CONTROLLED_COUNT,517,517,NORMAL_DISCLOSURE_CONTROLLED_COUNT,189,189,NORMAL_DISCLOSURE_CONTROLLED_COUNT,100,100,NORMAL_DISCLOSURE_CONTROLLED_COUNT,45,45,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7,7,NORMAL_DISCLOSURE_CONTROLLED_COUNT,17,17,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1512,78,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200413,Cheruskerstraße,True,True,7.401,7401,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.551,4551,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.050,3050,NORMAL_DISCLOSURE_CONTROLLED_COUNT,756,756,NORMAL_DISCLOSURE_CONTROLLED_COUNT,413,413,NORMAL_DISCLOSURE_CONTROLLED_COUNT,231,231,NORMAL_DISCLOSURE_CONTROLLED_COUNT,52,52,NORMAL_DISCLOSURE_CONTROLLED_COUNT,49,49,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7279,122,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07200414,Hohenfriedbergstraße,True,True,3.435,3435,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.072,2072,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.380,1380,NORMAL_DISCLOSURE_CONTROLLED_COUNT,346,346,NORMAL_DISCLOSURE_CONTROLLED_COUNT,167,167,NORMAL_DISCLOSURE_CONTROLLED_COUNT,118,118,NORMAL_DISCLOSURE_CONTROLLED_COUNT,40,40,NORMAL_DISCLOSURE_CONTROLLED_COUNT,23,23,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3383,52,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07300515,Taunusstraße,True,True,6.538,6538,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.773,3773,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.305,2305,NORMAL_DISCLOSURE_CONTROLLED_COUNT,768,768,NORMAL_DISCLOSURE_CONTROLLED_COUNT,373,373,NORMAL_DISCLOSURE_CONTROLLED_COUNT,234,234,NORMAL_DISCLOSURE_CONTROLLED_COUNT,57,57,NORMAL_DISCLOSURE_CONTROLLED_COUNT,40,40,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6421,117,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07300516,Odenwaldstraße,True,True,8.463,8463,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.889,4889,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.964,2964,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.029,1029,NORMAL_DISCLOSURE_CONTROLLED_COUNT,464,464,NORMAL_DISCLOSURE_CONTROLLED_COUNT,300,300,NORMAL_DISCLOSURE_CONTROLLED_COUNT,78,78,NORMAL_DISCLOSURE_CONTROLLED_COUNT,48,48,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8292,171,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07300517,Perelsplatz,True,True,8.820,8820,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.559,4559,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.607,2607,NORMAL_DISCLOSURE_CONTROLLED_COUNT,987,987,NORMAL_DISCLOSURE_CONTROLLED_COUNT,456,456,NORMAL_DISCLOSURE_CONTROLLED_COUNT,337,337,NORMAL_DISCLOSURE_CONTROLLED_COUNT,116,116,NORMAL_DISCLOSURE_CONTROLLED_COUNT,62,62,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8249,571,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07300618,Ceciliengärten,True,True,8.827,8827,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.885,4885,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.842,2842,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.059,1059,NORMAL_DISCLOSURE_CONTROLLED_COUNT,474,474,NORMAL_DISCLOSURE_CONTROLLED_COUNT,352,352,NORMAL_DISCLOSURE_CONTROLLED_COUNT,85,85,NORMAL_DISCLOSURE_CONTROLLED_COUNT,73,73,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8653,174,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07300619,Grazer Platz,True,True,11.627,11627,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.157,6157,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.368,3368,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.386,1386,NORMAL_DISCLOSURE_CONTROLLED_COUNT,726,726,NORMAL_DISCLOSURE_CONTROLLED_COUNT,417,417,NORMAL_DISCLOSURE_CONTROLLED_COUNT,154,154,NORMAL_DISCLOSURE_CONTROLLED_COUNT,107,107,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11398,229,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,07400720,Gontermannstraße,True,True,11.025,11025,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.708,5708,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.409,3409,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.151,1151,NORMAL_DISCLOSURE_CONTROLLED_COUNT,538,538,NORMAL_DISCLOSURE_CONTROLLED_COUNT,314,314,NORMAL_DISCLOSURE_CONTROLLED_COUNT,111,111,NORMAL_DISCLOSURE_CONTROLLED_COUNT,186,186,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10252,773,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
