geography_level,geography_id,geography_name,statistical_population_available,statistical_household_available,resident_total_raw,resident_total,resident_total_quality_flag,private_households_total_raw,private_households_total,private_households_total_quality_flag,hh1_raw,hh1,hh1_quality_flag,hh2_raw,hh2,hh2_quality_flag,hh3_raw,hh3,hh3_quality_flag,hh4_raw,hh4,hh4_quality_flag,hh5_raw,hh5,hh5_quality_flag,hh6plus_raw,hh6plus,hh6plus_quality_flag,private_person_lower_bound_from_hhsize,resident_minus_private_lower_bound,residual_sign,residual_valid_as_exact_nonprivate_count,residual_interpretation,n_disclosure_adjusted_zero_cells_relevant
PLR,03400721,Florakiez,True,True,11.308,11308,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.708,5708,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.074,3074,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.121,1121,NORMAL_DISCLOSURE_CONTROLLED_COUNT,737,737,NORMAL_DISCLOSURE_CONTROLLED_COUNT,572,572,NORMAL_DISCLOSURE_CONTROLLED_COUNT,138,138,NORMAL_DISCLOSURE_CONTROLLED_COUNT,68,68,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10913,395,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400722,Parkstraße,True,True,3.504,3504,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.691,1691,NORMAL_DISCLOSURE_CONTROLLED_COUNT,855,855,NORMAL_DISCLOSURE_CONTROLLED_COUNT,399,399,NORMAL_DISCLOSURE_CONTROLLED_COUNT,211,211,NORMAL_DISCLOSURE_CONTROLLED_COUNT,153,153,NORMAL_DISCLOSURE_CONTROLLED_COUNT,48,48,NORMAL_DISCLOSURE_CONTROLLED_COUNT,32,32,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3330,174,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400723,Garbátyplatz,True,True,6.894,6894,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.941,3941,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.359,2359,NORMAL_DISCLOSURE_CONTROLLED_COUNT,756,756,NORMAL_DISCLOSURE_CONTROLLED_COUNT,413,413,NORMAL_DISCLOSURE_CONTROLLED_COUNT,325,325,NORMAL_DISCLOSURE_CONTROLLED_COUNT,63,63,NORMAL_DISCLOSURE_CONTROLLED_COUNT,27,27,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6887,7,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400724,Wolfshagener Straße,True,True,7.513,7513,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.293,4293,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.309,2309,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.135,1135,NORMAL_DISCLOSURE_CONTROLLED_COUNT,483,483,NORMAL_DISCLOSURE_CONTROLLED_COUNT,282,282,NORMAL_DISCLOSURE_CONTROLLED_COUNT,64,64,NORMAL_DISCLOSURE_CONTROLLED_COUNT,18,18,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7584,-71,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400725,Schlosspark,True,True,7.229,7229,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.022,4022,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.162,2162,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.072,1072,NORMAL_DISCLOSURE_CONTROLLED_COUNT,437,437,NORMAL_DISCLOSURE_CONTROLLED_COUNT,268,268,NORMAL_DISCLOSURE_CONTROLLED_COUNT,58,58,NORMAL_DISCLOSURE_CONTROLLED_COUNT,25,25,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7129,100,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400826,Tiroler Viertel,True,True,6.713,6713,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.707,3707,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.079,2079,NORMAL_DISCLOSURE_CONTROLLED_COUNT,941,941,NORMAL_DISCLOSURE_CONTROLLED_COUNT,379,379,NORMAL_DISCLOSURE_CONTROLLED_COUNT,235,235,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,22,22,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6420,293,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400827,Trelleborger Viertel,True,True,9.256,9256,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.288,5288,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.173,3173,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.117,1117,NORMAL_DISCLOSURE_CONTROLLED_COUNT,550,550,NORMAL_DISCLOSURE_CONTROLLED_COUNT,343,343,NORMAL_DISCLOSURE_CONTROLLED_COUNT,60,60,NORMAL_DISCLOSURE_CONTROLLED_COUNT,41,41,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8975,281,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400828,Spiekermann Straße,True,True,4.731,4731,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.882,2882,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.729,1729,NORMAL_DISCLOSURE_CONTROLLED_COUNT,700,700,NORMAL_DISCLOSURE_CONTROLLED_COUNT,261,261,NORMAL_DISCLOSURE_CONTROLLED_COUNT,162,162,NORMAL_DISCLOSURE_CONTROLLED_COUNT,21,21,NORMAL_DISCLOSURE_CONTROLLED_COUNT,13,13,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4743,-12,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400829,Arnold-Zweig-Straße ,True,True,5.571,5571,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.178,3178,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.830,1830,NORMAL_DISCLOSURE_CONTROLLED_COUNT,709,709,NORMAL_DISCLOSURE_CONTROLLED_COUNT,367,367,NORMAL_DISCLOSURE_CONTROLLED_COUNT,192,192,NORMAL_DISCLOSURE_CONTROLLED_COUNT,52,52,NORMAL_DISCLOSURE_CONTROLLED_COUNT,27,27,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5539,32,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400830,Kissingenviertel ,True,True,9.195,9195,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.680,5680,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.517,3517,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.253,1253,NORMAL_DISCLOSURE_CONTROLLED_COUNT,551,551,NORMAL_DISCLOSURE_CONTROLLED_COUNT,277,277,NORMAL_DISCLOSURE_CONTROLLED_COUNT,66,66,NORMAL_DISCLOSURE_CONTROLLED_COUNT,19,19,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9228,-33,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03400831,Pankower Tor,False,False,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_OBSERVED,,,NOT_COMPUTABLE,False,NOT_COMPUTABLE,0
PLR,03500932,Bühringstraße,True,True,5.989,5989,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.334,3334,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.926,1926,NORMAL_DISCLOSURE_CONTROLLED_COUNT,894,894,NORMAL_DISCLOSURE_CONTROLLED_COUNT,324,324,NORMAL_DISCLOSURE_CONTROLLED_COUNT,148,148,NORMAL_DISCLOSURE_CONTROLLED_COUNT,27,27,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10,10,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5473,516,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03500933,Weißer See,True,True,7.314,7314,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.973,3973,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.302,2302,NORMAL_DISCLOSURE_CONTROLLED_COUNT,877,877,NORMAL_DISCLOSURE_CONTROLLED_COUNT,393,393,NORMAL_DISCLOSURE_CONTROLLED_COUNT,286,286,NORMAL_DISCLOSURE_CONTROLLED_COUNT,82,82,NORMAL_DISCLOSURE_CONTROLLED_COUNT,32,32,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6981,333,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03500934,Weißenseer Spitze,True,True,9.895,9895,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.891,5891,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.605,3605,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.185,1185,NORMAL_DISCLOSURE_CONTROLLED_COUNT,634,634,NORMAL_DISCLOSURE_CONTROLLED_COUNT,367,367,NORMAL_DISCLOSURE_CONTROLLED_COUNT,61,61,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9866,29,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03500935,Behaimstraße,True,True,6.400,6400,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.570,3570,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.094,2094,NORMAL_DISCLOSURE_CONTROLLED_COUNT,701,701,NORMAL_DISCLOSURE_CONTROLLED_COUNT,404,404,NORMAL_DISCLOSURE_CONTROLLED_COUNT,280,280,NORMAL_DISCLOSURE_CONTROLLED_COUNT,58,58,NORMAL_DISCLOSURE_CONTROLLED_COUNT,31,31,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6304,96,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03500936,Komponistenviertel Weißensee,True,True,9.255,9255,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.152,5152,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.951,2951,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.102,1102,NORMAL_DISCLOSURE_CONTROLLED_COUNT,594,594,NORMAL_DISCLOSURE_CONTROLLED_COUNT,370,370,NORMAL_DISCLOSURE_CONTROLLED_COUNT,89,89,NORMAL_DISCLOSURE_CONTROLLED_COUNT,46,46,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9138,117,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03501037,Rathaus Weißensee ,True,True,8.142,8142,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.943,4943,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.010,3010,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.199,1199,NORMAL_DISCLOSURE_CONTROLLED_COUNT,428,428,NORMAL_DISCLOSURE_CONTROLLED_COUNT,229,229,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,28,28,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8026,116,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03501038,Hansastraße ,True,True,7.394,7394,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.879,3879,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.971,1971,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.167,1167,NORMAL_DISCLOSURE_CONTROLLED_COUNT,394,394,NORMAL_DISCLOSURE_CONTROLLED_COUNT,250,250,NORMAL_DISCLOSURE_CONTROLLED_COUNT,73,73,NORMAL_DISCLOSURE_CONTROLLED_COUNT,31,31,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7038,356,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601139,Norweger Viertel,True,True,3.657,3657,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.106,2106,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.339,1339,NORMAL_DISCLOSURE_CONTROLLED_COUNT,416,416,NORMAL_DISCLOSURE_CONTROLLED_COUNT,206,206,NORMAL_DISCLOSURE_CONTROLLED_COUNT,91,91,NORMAL_DISCLOSURE_CONTROLLED_COUNT,33,33,NORMAL_DISCLOSURE_CONTROLLED_COUNT,19,19,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3432,225,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601140,Malmöer Straße ,True,True,5.614,5614,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.205,3205,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.997,1997,NORMAL_DISCLOSURE_CONTROLLED_COUNT,636,636,NORMAL_DISCLOSURE_CONTROLLED_COUNT,316,316,NORMAL_DISCLOSURE_CONTROLLED_COUNT,186,186,NORMAL_DISCLOSURE_CONTROLLED_COUNT,34,34,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5347,267,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601141,Arnimplatz ,True,True,6.375,6375,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.930,3930,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.590,2590,NORMAL_DISCLOSURE_CONTROLLED_COUNT,695,695,NORMAL_DISCLOSURE_CONTROLLED_COUNT,366,366,NORMAL_DISCLOSURE_CONTROLLED_COUNT,194,194,NORMAL_DISCLOSURE_CONTROLLED_COUNT,48,48,NORMAL_DISCLOSURE_CONTROLLED_COUNT,37,37,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6316,59,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601142,Falkplatz ,True,True,10.292,10292,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.226,6226,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.122,4122,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.069,1069,NORMAL_DISCLOSURE_CONTROLLED_COUNT,534,534,NORMAL_DISCLOSURE_CONTROLLED_COUNT,339,339,NORMAL_DISCLOSURE_CONTROLLED_COUNT,88,88,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10108,184,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601243,Rodenbergstraße ,True,True,6.933,6933,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.257,4257,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.845,2845,NORMAL_DISCLOSURE_CONTROLLED_COUNT,762,762,NORMAL_DISCLOSURE_CONTROLLED_COUNT,365,365,NORMAL_DISCLOSURE_CONTROLLED_COUNT,191,191,NORMAL_DISCLOSURE_CONTROLLED_COUNT,49,49,NORMAL_DISCLOSURE_CONTROLLED_COUNT,47,47,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6755,178,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601244,Humannplatz ,True,True,7.410,7410,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.549,4549,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.909,2909,NORMAL_DISCLOSURE_CONTROLLED_COUNT,945,945,NORMAL_DISCLOSURE_CONTROLLED_COUNT,403,403,NORMAL_DISCLOSURE_CONTROLLED_COUNT,196,196,NORMAL_DISCLOSURE_CONTROLLED_COUNT,43,43,NORMAL_DISCLOSURE_CONTROLLED_COUNT,48,48,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7295,115,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601245,Ostseestraße,True,True,12.406,12406,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7.957,7957,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.311,5311,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.634,1634,NORMAL_DISCLOSURE_CONTROLLED_COUNT,586,586,NORMAL_DISCLOSURE_CONTROLLED_COUNT,321,321,NORMAL_DISCLOSURE_CONTROLLED_COUNT,65,65,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,12162,244,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601346,Gethsemanekirche ,True,True,5.727,5727,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.375,3375,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.149,2149,NORMAL_DISCLOSURE_CONTROLLED_COUNT,598,598,NORMAL_DISCLOSURE_CONTROLLED_COUNT,342,342,NORMAL_DISCLOSURE_CONTROLLED_COUNT,196,196,NORMAL_DISCLOSURE_CONTROLLED_COUNT,45,45,NORMAL_DISCLOSURE_CONTROLLED_COUNT,43,43,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5638,89,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601347,Helmholtzplatz ,True,True,8.847,8847,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.196,5196,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.368,3368,NORMAL_DISCLOSURE_CONTROLLED_COUNT,910,910,NORMAL_DISCLOSURE_CONTROLLED_COUNT,479,479,NORMAL_DISCLOSURE_CONTROLLED_COUNT,310,310,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,55,55,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8570,277,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601348,Senefelderstraße ,True,True,7.195,7195,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.379,4379,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.938,2938,NORMAL_DISCLOSURE_CONTROLLED_COUNT,717,717,NORMAL_DISCLOSURE_CONTROLLED_COUNT,373,373,NORMAL_DISCLOSURE_CONTROLLED_COUNT,244,244,NORMAL_DISCLOSURE_CONTROLLED_COUNT,64,64,NORMAL_DISCLOSURE_CONTROLLED_COUNT,49,49,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7081,114,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601449,Michelangelostraße  ,True,True,9.672,9672,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.884,5884,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.627,3627,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.569,1569,NORMAL_DISCLOSURE_CONTROLLED_COUNT,393,393,NORMAL_DISCLOSURE_CONTROLLED_COUNT,197,197,NORMAL_DISCLOSURE_CONTROLLED_COUNT,66,66,NORMAL_DISCLOSURE_CONTROLLED_COUNT,38,38,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9290,382,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601450,Volkspark Prenzlauer Berg ,True,True,3.608,3608,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.607,1607,NORMAL_DISCLOSURE_CONTROLLED_COUNT,908,908,NORMAL_DISCLOSURE_CONTROLLED_COUNT,437,437,NORMAL_DISCLOSURE_CONTROLLED_COUNT,133,133,NORMAL_DISCLOSURE_CONTROLLED_COUNT,93,93,NORMAL_DISCLOSURE_CONTROLLED_COUNT,29,29,NORMAL_DISCLOSURE_CONTROLLED_COUNT,17,17,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2800,808,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601451,Anton-Saefkow-Park ,True,True,5.943,5943,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.666,3666,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.495,2495,NORMAL_DISCLOSURE_CONTROLLED_COUNT,607,607,NORMAL_DISCLOSURE_CONTROLLED_COUNT,319,319,NORMAL_DISCLOSURE_CONTROLLED_COUNT,159,159,NORMAL_DISCLOSURE_CONTROLLED_COUNT,32,32,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5762,181,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601452,Velodrom ,True,True,4.138,4138,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.499,2499,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.671,1671,NORMAL_DISCLOSURE_CONTROLLED_COUNT,447,447,NORMAL_DISCLOSURE_CONTROLLED_COUNT,206,206,NORMAL_DISCLOSURE_CONTROLLED_COUNT,108,108,NORMAL_DISCLOSURE_CONTROLLED_COUNT,33,33,NORMAL_DISCLOSURE_CONTROLLED_COUNT,24,24,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3924,214,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03601453,Alter Schlachthof ,True,True,2.925,2925,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.113,1113,NORMAL_DISCLOSURE_CONTROLLED_COUNT,375,375,NORMAL_DISCLOSURE_CONTROLLED_COUNT,218,218,NORMAL_DISCLOSURE_CONTROLLED_COUNT,214,214,NORMAL_DISCLOSURE_CONTROLLED_COUNT,223,223,NORMAL_DISCLOSURE_CONTROLLED_COUNT,64,64,NORMAL_DISCLOSURE_CONTROLLED_COUNT,22,22,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2797,128,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701554,Teutoburger Platz ,True,True,10.808,10808,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.173,6173,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.944,3944,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.029,1029,NORMAL_DISCLOSURE_CONTROLLED_COUNT,616,616,NORMAL_DISCLOSURE_CONTROLLED_COUNT,392,392,NORMAL_DISCLOSURE_CONTROLLED_COUNT,98,98,NORMAL_DISCLOSURE_CONTROLLED_COUNT,89,89,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10442,366,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701555,Sredzkistraße ,True,True,7.035,7035,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.084,4084,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.496,2496,NORMAL_DISCLOSURE_CONTROLLED_COUNT,796,796,NORMAL_DISCLOSURE_CONTROLLED_COUNT,430,430,NORMAL_DISCLOSURE_CONTROLLED_COUNT,256,256,NORMAL_DISCLOSURE_CONTROLLED_COUNT,55,55,NORMAL_DISCLOSURE_CONTROLLED_COUNT,56,56,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7013,22,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701556,Kollwitzplatz,True,True,8.375,8375,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.574,4574,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.710,2710,NORMAL_DISCLOSURE_CONTROLLED_COUNT,864,864,NORMAL_DISCLOSURE_CONTROLLED_COUNT,506,506,NORMAL_DISCLOSURE_CONTROLLED_COUNT,370,370,NORMAL_DISCLOSURE_CONTROLLED_COUNT,69,69,NORMAL_DISCLOSURE_CONTROLLED_COUNT,53,53,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8099,276,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701657, Thälmannpark ,True,True,3.034,3034,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.733,1733,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.056,1056,NORMAL_DISCLOSURE_CONTROLLED_COUNT,390,390,NORMAL_DISCLOSURE_CONTROLLED_COUNT,137,137,NORMAL_DISCLOSURE_CONTROLLED_COUNT,103,103,NORMAL_DISCLOSURE_CONTROLLED_COUNT,27,27,NORMAL_DISCLOSURE_CONTROLLED_COUNT,18,18,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2902,132,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701658,Christburger Straße ,True,True,8.189,8189,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.753,4753,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.988,2988,NORMAL_DISCLOSURE_CONTROLLED_COUNT,862,862,NORMAL_DISCLOSURE_CONTROLLED_COUNT,451,451,NORMAL_DISCLOSURE_CONTROLLED_COUNT,311,311,NORMAL_DISCLOSURE_CONTROLLED_COUNT,87,87,NORMAL_DISCLOSURE_CONTROLLED_COUNT,46,46,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8020,169,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701659,Immanuelkirchstraße ,True,True,8.654,8654,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.954,4954,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.037,3037,NORMAL_DISCLOSURE_CONTROLLED_COUNT,969,969,NORMAL_DISCLOSURE_CONTROLLED_COUNT,458,458,NORMAL_DISCLOSURE_CONTROLLED_COUNT,354,354,NORMAL_DISCLOSURE_CONTROLLED_COUNT,91,91,NORMAL_DISCLOSURE_CONTROLLED_COUNT,46,46,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8496,158,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,03701660,Bötzowstraße,True,True,12.531,12531,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6.923,6923,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.110,4110,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.298,1298,NORMAL_DISCLOSURE_CONTROLLED_COUNT,775,775,NORMAL_DISCLOSURE_CONTROLLED_COUNT,547,547,NORMAL_DISCLOSURE_CONTROLLED_COUNT,112,112,NORMAL_DISCLOSURE_CONTROLLED_COUNT,80,80,NORMAL_DISCLOSURE_CONTROLLED_COUNT,12259,272,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
