HP_ID,H_ID,P_ID,mobil_diff,P_RBW,P_RBW_ANZ,rbw_trip_count_status,W_ANZWW,additional_trip_count_status,anzwege1,anzwege2,anzwege3,direct_trip_count_observed,additional_undetailed_trip_count,rbw_trip_count_reported,analytic_total_trip_count,direct_wege_row_count,rbw_generated_row_count,wege_row_count,trip_count_fit_tier,chain_coverage_status,P_GEW
5513881,5513880.0,1,4,404,404,NOT_APPLICABLE_NOT_EMPLOYED,801,NOT_APPLICABLE_NOT_MOBILE,0,0,0,0.0,,,0.0,0,0,0,EXCLUDED_OUT_OF_SCOPE,OUT_OF_SCOPE_FAR_ABROAD,2.67648094574817
5514101,5514100.0,1,1,404,404,NOT_APPLICABLE_NOT_EMPLOYED,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,32.0910224663472
5520141,5520140.0,1,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,5,5,5,5.0,,,5.0,5,0,5,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,5.75439988544725
5520191,5520190.0,1,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,7.45353726088459
5520192,5520190.0,2,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,6,6,6,6.0,,,6.0,6,0,6,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,7.45353726088459
5522451,5522450.0,1,0,606,606,NOT_OBSERVED_PAPI,801,NOT_APPLICABLE_NOT_MOBILE,0,0,0,0.0,,,0.0,0,0,0,CORE_STRICT_COUNT,ZERO_TRIP_COMPLETE,3.69362965612605
5522452,5522450.0,2,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,6.98885131395536
5528741,5528740.0,1,1,406,406,NOT_OBSERVED_SECONDARY_EMPLOYMENT,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.48346403189526
5528742,5528740.0,2,1,206,206,NOT_OBSERVED_PROXY,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,3,3,3,3.0,,,3.0,3,0,3,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,3.00841036205066
5530651,5530650.0,1,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,3.43995857198714
5535421,5535420.0,1,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,6,6,6,6.0,,,6.0,6,0,6,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,3.82389716293809
5540101,5540100.0,1,1,406,406,NOT_OBSERVED_SECONDARY_EMPLOYMENT,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,3.16642489033916
5540102,5540100.0,2,1,206,206,NOT_OBSERVED_PROXY,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.51927954411631
5540103,5540100.0,3,1,206,206,NOT_OBSERVED_PROXY,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,3,3,3,3.0,,,3.0,3,0,3,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,1.92684227157272
5540351,5540350.0,1,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,6,6,6,6.0,,,6.0,6,0,6,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,1.11144711508508
5540352,5540350.0,2,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,7,7,7,7.0,,,7.0,7,0,7,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,0.931482113755121
5542531,5542530.0,1,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,6,6,6,6.0,,,6.0,6,0,6,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.88090155083215
5542532,5542530.0,2,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,7,7,7,7.0,,,7.0,7,0,7,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.89198477399728
5542533,5542530.0,3,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.85501136851769
5542534,5542530.0,4,1,403,403,NOT_APPLICABLE_UNDER_16,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,5.04033717755096
5543721,5543720.0,1,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,3,3,3,3.0,,,3.0,3,0,3,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,5.60634208835736
5544581,5544580.0,1,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,1,1,1,1.0,,,1.0,1,0,1,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,1.68223501475052
5544582,5544580.0,2,1,2,607,EXPLICIT_NO_RBW,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,1,1,1,1.0,,,1.0,1,0,1,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,1.67807424735842
5545491,5545490.0,1,3,1,3,KNOWN_EXACT,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,7,4.0,,3.0,7.0,4,3,7,CORE_STRICT_COUNT,MIXED_DIRECT_RBW_UNTIMED,3.70259906254976
5545492,5545490.0,2,1,206,206,NOT_OBSERVED_PROXY,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,6.17176182545754
5545493,5545490.0,3,1,403,403,NOT_APPLICABLE_UNDER_16,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,6,6,6,6.0,,,6.0,6,0,6,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,8.3402443982119
5546991,5546990.0,1,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,8.33201296590306
5550281,5550280.0,1,1,404,404,NOT_APPLICABLE_NOT_EMPLOYED,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.56858305429397
5550282,5550280.0,2,1,206,206,NOT_OBSERVED_PROXY,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,4.53118252111165
5551851,5551850.0,1,1,606,606,NOT_OBSERVED_PAPI,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,4.71684855304584
5561591,5561590.0,1,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,4,4,4,4.0,,,4.0,4,0,4,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,3.52101160154023
5561821,5561820.0,1,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.19408610392089
5561822,5561820.0,2,1,2,607,EXPLICIT_NO_RBW,808,KNOWN_ZERO_BELOW_CATI_CAWI_DETAIL_CAP,2,2,2,2.0,,,2.0,2,0,2,CORE_STRICT_COUNT,DIRECT_REPORTED_CHAIN_COMPLETE,2.0781797374745
5567421,5567420.0,1,1,1,99,MISSING_RESPONSE,807,KNOWN_ZERO_BELOW_PAPI_DETAIL_CAP,3,3,3,3.0,,,3.0,3,0,3,ANALYTIC_WITH_COMPONENT_WARNING,DIRECT_ROWS_RBW_COUNT_UNKNOWN,4.02626859867107
