HP_ID,H_ID,P_ID,W_ID,W_RBW,W_ZWECK,canonical_trip_purpose,origin_activity,destination_activity,destination_resolution,transition_observation_eligible,purpose_marginal_eligible,first_origin_status,row_provenance,W_ZWD_raw
15.0,0.0,15.0,1,0,11,EDUCATION,HOME,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
15.0,0.0,15.0,2,0,8,RETURN_HOME,EDUCATION,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
15.0,0.0,15.0,3,0,10,OTHER,HOME,OTHER,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
17.0,0.0,17.0,1,0,11,EDUCATION,UNKNOWN,EDUCATION,DIRECT_FROM_W_ZWECK,False,True,SOURCE_UNKNOWN,DIRECT_TRIP_OBSERVATION,7704.0
17.0,0.0,17.0,2,0,9,RETURN_PREVIOUS,EDUCATION,UNKNOWN,CONTEXT_UNRESOLVED_RETURN,False,True,,DIRECT_TRIP_OBSERVATION,7704.0
17.0,0.0,17.0,3,0,16,EDUCATION,UNKNOWN,EDUCATION,DIRECT_FROM_W_ZWECK,False,True,,DIRECT_TRIP_OBSERVATION,7704.0
2632351.0,2632350.0,1.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,712.0
2632351.0,2632350.0,1.0,2,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
2632352.0,2632350.0,2.0,1,0,7,LEISURE,UNKNOWN,LEISURE,DIRECT_FROM_W_ZWECK,False,True,SOURCE_UNKNOWN,DIRECT_TRIP_OBSERVATION,799.0
2632352.0,2632350.0,2.0,2,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,799.0
2632352.0,2632350.0,2.0,3,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
2945351.0,2945350.0,1.0,101,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
2945351.0,2945350.0,1.0,102,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
2945351.0,2945350.0,1.0,103,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
2945351.0,2945350.0,1.0,104,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
2945351.0,2945350.0,1.0,105,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
3384741.0,3384740.0,1.0,1,0,5,PRIVATE_ERRAND,HOME,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,602.0
3384741.0,3384740.0,1.0,2,0,4,SHOPPING,PRIVATE_ERRAND,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,503.0
3384741.0,3384740.0,1.0,3,0,5,PRIVATE_ERRAND,SHOPPING,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,503.0
3384741.0,3384740.0,1.0,4,0,8,RETURN_HOME,PRIVATE_ERRAND,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
3384741.0,3384740.0,1.0,5,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,720.0
3384741.0,3384740.0,1.0,6,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5013731.0,5013730.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5013731.0,5013730.0,1.0,2,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5507551.0,5507550.0,1.0,1,0,6,ESCORT,HOME,ESCORT,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,2,0,6,ESCORT,ESCORT,ESCORT,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,3,0,8,RETURN_HOME,ESCORT,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,4,0,2,BUSINESS,HOME,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,5,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,6,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,7,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,8,0,4,SHOPPING,BUSINESS,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507551.0,5507550.0,1.0,101,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,2202.0
5507551.0,5507550.0,1.0,102,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,2202.0
5507552.0,5507550.0,2.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,2,0,1,WORK_COMMUTE,LEISURE,WORK,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,3,0,2,BUSINESS,WORK,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,4,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,5,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,6,0,2,BUSINESS,BUSINESS,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,7,0,8,RETURN_HOME,BUSINESS,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507552.0,5507550.0,2.0,101,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,2202.0
5507552.0,5507550.0,2.0,102,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,2202.0
5507553.0,5507550.0,3.0,1,0,11,EDUCATION,HOME,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5507553.0,5507550.0,3.0,2,0,10,OTHER,EDUCATION,OTHER,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507553.0,5507550.0,3.0,3,0,11,EDUCATION,OTHER,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507553.0,5507550.0,3.0,4,0,8,RETURN_HOME,EDUCATION,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5507553.0,5507550.0,3.0,5,0,99,UNKNOWN,HOME,UNKNOWN,SOURCE_PURPOSE_UNKNOWN,False,False,,DIRECT_TRIP_OBSERVATION,2202.0
5507553.0,5507550.0,3.0,6,0,8,RETURN_HOME,UNKNOWN,HOME,DIRECT_FROM_W_ZWECK,False,True,,DIRECT_TRIP_OBSERVATION,2202.0
5510281.0,5510280.0,1.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,504.0
5510281.0,5510280.0,1.0,2,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5510281.0,5510280.0,1.0,3,0,6,ESCORT,HOME,ESCORT,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5510281.0,5510280.0,1.0,4,0,6,ESCORT,ESCORT,ESCORT,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5510281.0,5510280.0,1.0,5,0,8,RETURN_HOME,ESCORT,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5510281.0,5510280.0,1.0,6,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,704.0
5510281.0,5510280.0,1.0,7,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5514101.0,5514100.0,1.0,1,0,5,PRIVATE_ERRAND,HOME,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,601.0
5514101.0,5514100.0,1.0,2,0,8,RETURN_HOME,PRIVATE_ERRAND,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5514101.0,5514100.0,1.0,3,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,501.0
5514101.0,5514100.0,1.0,4,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5520141.0,5520140.0,1.0,1,0,3,EDUCATION,HOME,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5520141.0,5520140.0,1.0,2,0,1,WORK_COMMUTE,EDUCATION,WORK,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520141.0,5520140.0,1.0,3,0,3,EDUCATION,WORK,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520141.0,5520140.0,1.0,4,0,7,LEISURE,EDUCATION,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520141.0,5520140.0,1.0,5,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520191.0,5520190.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5520191.0,5520190.0,1.0,2,0,10,OTHER,WORK,OTHER,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520191.0,5520190.0,1.0,3,0,4,SHOPPING,OTHER,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520191.0,5520190.0,1.0,4,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,2,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,3,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,4,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,5,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5520192.0,5520190.0,2.0,6,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5522452.0,5522450.0,2.0,1,0,10,OTHER,HOME,OTHER,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5522452.0,5522450.0,2.0,2,0,8,RETURN_HOME,OTHER,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5528741.0,5528740.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5528741.0,5528740.0,1.0,2,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5528741.0,5528740.0,1.0,3,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,501.0
5528741.0,5528740.0,1.0,4,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5528742.0,5528740.0,2.0,1,0,8,RETURN_HOME,NON_HOME_UNKNOWN,HOME,DIRECT_FROM_W_ZWECK,False,True,NON_HOME_ACTIVITY_UNKNOWN,DIRECT_TRIP_OBSERVATION,7704.0
5528742.0,5528740.0,2.0,2,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,501.0
5528742.0,5528740.0,2.0,3,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5530651.0,5530650.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5530651.0,5530650.0,1.0,2,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5535421.0,5535420.0,1.0,1,0,7,LEISURE,NON_HOME_UNKNOWN,LEISURE,DIRECT_FROM_W_ZWECK,False,True,NON_HOME_ACTIVITY_UNKNOWN,DIRECT_TRIP_OBSERVATION,708.0
5535421.0,5535420.0,1.0,2,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,708.0
5535421.0,5535420.0,1.0,3,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,708.0
5535421.0,5535420.0,1.0,4,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,708.0
5535421.0,5535420.0,1.0,5,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,706.0
5535421.0,5535420.0,1.0,6,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5540101.0,5540100.0,1.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,704.0
5540101.0,5540100.0,1.0,2,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5540102.0,5540100.0,2.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,503.0
5540102.0,5540100.0,2.0,2,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5540103.0,5540100.0,3.0,1,0,5,PRIVATE_ERRAND,HOME,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,601.0
5540103.0,5540100.0,3.0,2,0,4,SHOPPING,PRIVATE_ERRAND,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,501.0
5540103.0,5540100.0,3.0,3,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5540351.0,5540350.0,1.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5540351.0,5540350.0,1.0,2,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540351.0,5540350.0,1.0,3,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540351.0,5540350.0,1.0,4,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540351.0,5540350.0,1.0,5,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540351.0,5540350.0,1.0,6,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,1,0,5,PRIVATE_ERRAND,HOME,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,2,0,5,PRIVATE_ERRAND,PRIVATE_ERRAND,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,3,0,5,PRIVATE_ERRAND,PRIVATE_ERRAND,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,4,0,5,PRIVATE_ERRAND,PRIVATE_ERRAND,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,5,0,8,RETURN_HOME,PRIVATE_ERRAND,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,6,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5540352.0,5540350.0,2.0,7,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,2,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,3,0,6,ESCORT,HOME,ESCORT,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,4,0,8,RETURN_HOME,ESCORT,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,5,0,5,PRIVATE_ERRAND,HOME,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542531.0,5542530.0,1.0,6,0,8,RETURN_HOME,PRIVATE_ERRAND,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,1,0,6,ESCORT,HOME,ESCORT,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,2,0,8,RETURN_HOME,ESCORT,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,3,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,4,0,5,PRIVATE_ERRAND,WORK,PRIVATE_ERRAND,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,5,0,8,RETURN_HOME,PRIVATE_ERRAND,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,6,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542532.0,5542530.0,2.0,7,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542533.0,5542530.0,3.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5542533.0,5542530.0,3.0,2,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542533.0,5542530.0,3.0,3,0,3,EDUCATION,HOME,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542533.0,5542530.0,3.0,4,0,8,RETURN_HOME,EDUCATION,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5542534.0,5542530.0,4.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5542534.0,5542530.0,4.0,2,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5543721.0,5543720.0,1.0,1,0,7,LEISURE,HOME,LEISURE,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5543721.0,5543720.0,1.0,2,0,7,LEISURE,LEISURE,LEISURE,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5543721.0,5543720.0,1.0,3,0,8,RETURN_HOME,LEISURE,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,2202.0
5544581.0,5544580.0,1.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5544582.0,5544580.0,2.0,1,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,2202.0
5545491.0,5545490.0,1.0,1,0,1,WORK_COMMUTE,HOME,WORK,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5545491.0,5545490.0,1.0,2,0,2,BUSINESS,WORK,BUSINESS,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5545491.0,5545490.0,1.0,3,0,9,RETURN_PREVIOUS,BUSINESS,WORK,CONTEXT_RESOLVED_RETURN_TO_PREVIOUS_ORIGIN,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5545491.0,5545490.0,1.0,4,0,8,RETURN_HOME,WORK,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5545491.0,5545490.0,1.0,101,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
5545491.0,5545490.0,1.0,102,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
5545491.0,5545490.0,1.0,103,1,2,BUSINESS,UNKNOWN,BUSINESS,RBW_AGGREGATE_NOT_CHRONOLOGICAL,False,True,,RBW_GENERATED_FROM_AGGREGATE,7704.0
5545492.0,5545490.0,2.0,1,0,6,ESCORT,HOME,ESCORT,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5545492.0,5545490.0,2.0,2,0,8,RETURN_HOME,ESCORT,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5545492.0,5545490.0,2.0,3,0,4,SHOPPING,HOME,SHOPPING,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,501.0
5545492.0,5545490.0,2.0,4,0,8,RETURN_HOME,SHOPPING,HOME,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
5545493.0,5545490.0,3.0,1,0,11,EDUCATION,HOME,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,HOME_OBSERVED,DIRECT_TRIP_OBSERVATION,7704.0
5545493.0,5545490.0,3.0,2,0,16,EDUCATION,EDUCATION,EDUCATION,DIRECT_FROM_W_ZWECK,True,True,,DIRECT_TRIP_OBSERVATION,7704.0
