metric_id,dimension,dataset,category,share
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,PRIVATE_ERRAND>SHOPPING,0.012256535864295207
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,PRIVATE_ERRAND>WORK,0.0017917275156403018
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>BUSINESS,0.0005287618994485127
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>EDUCATION,0.0003201604006174774
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>ESCORT,0.003979700385708365
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>HOME,0.07967727744017208
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>LEISURE,0.007073500653396769
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>OTHER,0.0021382127797343648
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>PRIVATE_ERRAND,0.007924399644710296
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>SHOPPING,0.01321145241043066
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,SHOPPING>WORK,0.0021707807556470026
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>BUSINESS,0.006437454118969503
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>EDUCATION,0.0004885522807911445
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>ESCORT,0.003188847059416489
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>HOME,0.053517008064631284
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>LEISURE,0.008159077994232097
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>OTHER,0.0014634865527185265
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>PRIVATE_ERRAND,0.00412185435817743
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>SHOPPING,0.008977320083820827
M2-TRANS-01,activity_transition,REF_TRAIN_TRANSITION,WORK>WORK,0.003952501726153467
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>BUSINESS,0.0012038635747776403
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>HOME,0.004673083484059201
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>LEISURE,0.0009306835616007141
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>OTHER,6.524563851324632e-05
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>PRIVATE_ERRAND,0.000866546689954518
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>SHOPPING,0.00046687284748674594
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,BUSINESS>WORK,0.0011829245541477903
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>BUSINESS,0.00022614805337700325
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>EDUCATION,0.006510895326979544
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>ESCORT,0.0011880299881521126
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>HOME,0.03386832855873606
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>LEISURE,0.004784332845664273
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>OTHER,0.0019678646897248113
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>PRIVATE_ERRAND,0.0020973757470823646
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>SHOPPING,0.001192270737278053
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,EDUCATION>WORK,0.0002958226738120535
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>EDUCATION,0.0005645563199940365
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>ESCORT,0.008624418148216961
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>HOME,0.028668954593290098
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>LEISURE,0.007472742572039989
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>OTHER,0.00015163659604505993
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>PRIVATE_ERRAND,0.0027508270856597696
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>SHOPPING,0.0026916821882612615
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,ESCORT>WORK,0.006564252600936993
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>BUSINESS,0.005027464617265664
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>EDUCATION,0.04113315283022666
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>ESCORT,0.037439842415141096
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>HOME,0.0035765053022727314
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>LEISURE,0.10449973270250588
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>OTHER,0.0179615120497058
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>PRIVATE_ERRAND,0.06291277810767391
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>SHOPPING,0.0706909918556813
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,HOME>WORK,0.06410652524126764
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>BUSINESS,0.000701540471009973
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>EDUCATION,0.0006031661445722546
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>ESCORT,0.0015788999480200621
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>HOME,0.09583087008965392
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>LEISURE,0.030391564608513298
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>OTHER,0.0026352229317187378
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>PRIVATE_ERRAND,0.0047672577229803635
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>SHOPPING,0.008613991288321165
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,LEISURE>WORK,0.003379847824064059
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>EDUCATION,0.000723706146229238
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>HOME,0.013095478253437142
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>LEISURE,0.001706112766007486
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>OTHER,0.005317989854691481
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>PRIVATE_ERRAND,0.003041224087435468
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>SHOPPING,0.0022232101975599903
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,OTHER>WORK,0.0006242358671214025
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>BUSINESS,5.821720906648433e-05
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>EDUCATION,0.0015982048186878872
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>ESCORT,0.0054998327964166285
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>HOME,0.05351334291798636
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>LEISURE,0.005649262967972046
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>PRIVATE_ERRAND,0.020540586637812674
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>SHOPPING,0.012392872543642743
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,PRIVATE_ERRAND>WORK,0.0018768521227212872
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>BUSINESS,0.0003639118456174899
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>EDUCATION,0.0003948544888121029
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>ESCORT,0.0021378218153506588
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>HOME,0.08260475668194238
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>LEISURE,0.007491215679400178
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>OTHER,0.001604028711211201
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>PRIVATE_ERRAND,0.0070898218447003605
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>SHOPPING,0.013168520072907915
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,SHOPPING>WORK,0.002293172544744959
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>BUSINESS,0.0019984181037794612
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>EDUCATION,0.0006025325453045539
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>ESCORT,0.0029433762649056774
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>HOME,0.05208265004991139
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>LEISURE,0.008500195742897428
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>OTHER,0.0010995960877824209
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>PRIVATE_ERRAND,0.0028174547652211474
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>SHOPPING,0.009168712066444054
M2-TRANS-01,activity_transition,REF_FULLDAY_POOL_TRIPS,WORK>WORK,0.0009176062758934092
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>BUSINESS,0.00217014558488509
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>HOME,0.004448284196506168
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>LEISURE,0.001254776120170526
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>OTHER,6.171030099199309e-05
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>PRIVATE_ERRAND,0.0011776382439305348
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>SHOPPING,0.00046796978252261424
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,BUSINESS>WORK,0.001362769146906514
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>BUSINESS,0.0003754043310346246
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>EDUCATION,0.005703060316676695
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>ESCORT,0.0008228040132265745
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>HOME,0.027790205546727554
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>LEISURE,0.004473996821919499
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>OTHER,0.0020261548825704395
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>PRIVATE_ERRAND,0.0020107273073224413
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>SHOPPING,0.0010439325917812165
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,EDUCATION>WORK,0.0003548342307039603
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>EDUCATION,0.0003548342307039603
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>ESCORT,0.008084049429951095
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>HOME,0.023948739309975986
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>LEISURE,0.00589333374473534
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>OTHER,0.00011827807690132009
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>PRIVATE_ERRAND,0.0029106691967890072
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>SHOPPING,0.0022884236617864103
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,ESCORT>WORK,0.006505294229572605
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>BUSINESS,0.005317370935476738
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>EDUCATION,0.034866320060476096
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>ESCORT,0.03019176476033262
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>HOME,0.003707760584602251
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>LEISURE,0.10004268295818614
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>OTHER,0.015550995849982258
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>PRIVATE_ERRAND,0.06828759057272302
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>SHOPPING,0.07632535727693011
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,HOME>WORK,0.06928009791367758
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>BUSINESS,0.0008279465383092406
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>EDUCATION,0.0005862478594239344
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>ESCORT,0.0015119023743038306
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>HOME,0.09194834847806971
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>LEISURE,0.033765819692785554
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>OTHER,0.002324421337365073
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>PRIVATE_ERRAND,0.00558992476485804
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>SHOPPING,0.007477231470196496
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,LEISURE>WORK,0.003908319062826229
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>EDUCATION,0.0010387900666985503
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>HOME,0.013082583810302535
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>LEISURE,0.00124963359508786
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>OTHER,0.005399651336799395
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>PRIVATE_ERRAND,0.0019130193307517857
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>SHOPPING,0.0015684701502131576
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,OTHER>WORK,0.0004628272574399482
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>BUSINESS,9.770797657065573e-05
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>EDUCATION,0.0012959163208318548
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>ESCORT,0.005754485567503355
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>HOME,0.05435134759869791
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>LEISURE,0.008423456085407056
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>PRIVATE_ERRAND,0.021999722303645535
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>SHOPPING,0.014779617087582344
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,PRIVATE_ERRAND>WORK,0.002607260216911708
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>BUSINESS,0.0005502501838452718
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>EDUCATION,0.00023655615380264018
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>ESCORT,0.00214443295947176
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>HOME,0.08822516031821945
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>LEISURE,0.007266387941807186
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>OTHER,0.001810168829098464
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>PRIVATE_ERRAND,0.007754927824660465
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>SHOPPING,0.012460338275299937
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,SHOPPING>WORK,0.0019798721568264448
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>BUSINESS,0.002267853561455746
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>EDUCATION,0.0005193950333492751
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>ESCORT,0.003337498778650293
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>HOME,0.05402736851848995
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>LEISURE,0.010290192690414847
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>OTHER,0.0012393485449225278
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>PRIVATE_ERRAND,0.004026597139727549
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>SHOPPING,0.0098273654329749
M2-TRANS-01,activity_transition,D_REPLAY_EXACT_V1,WORK>WORK,0.0008536591637225711
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>BUSINESS,0.0014476446615530277
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>HOME,0.004709990806427268
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>LEISURE,0.0011389052787573583
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>OTHER,0.00011663487794503066
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>PRIVATE_ERRAND,0.0008370267711349259
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>SHOPPING,0.0006689353293906171
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,BUSINESS>WORK,0.0013858967849938938
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>BUSINESS,0.00026757413175624683
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>EDUCATION,0.004806043058852587
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>ESCORT,0.0009468007739067196
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>HOME,0.029755615626329293
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>LEISURE,0.004202286043607723
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>OTHER,0.0014716577246593576
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>PRIVATE_ERRAND,0.0021028582405971706
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>SHOPPING,0.0012075140304897293
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,EDUCATION>WORK,0.00034647419624847346
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>EDUCATION,0.0005111352004061638
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>ESCORT,0.00817816320649862
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>HOME,0.026802008864250725
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>LEISURE,0.006226244219712666
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>OTHER,0.00020582625519711294
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>PRIVATE_ERRAND,0.00281295882102721
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>SHOPPING,0.0027649326948145504
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,ESCORT>WORK,0.006655048918039985
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>BUSINESS,0.0050118693140497
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>EDUCATION,0.036448399357822084
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>ESCORT,0.03425634973997283
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>HOME,0.003180015642795395
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>LEISURE,0.10284794928441073
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>OTHER,0.014630816306928111
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>PRIVATE_ERRAND,0.060883406287306006
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>SHOPPING,0.07200488494312335
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,HOME>WORK,0.07624147536259725
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>BUSINESS,0.0009502312114933381
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>EDUCATION,0.00048026126212659685
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>ESCORT,0.001499101225352306
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>HOME,0.09453599901203398
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>LEISURE,0.03429751499101225
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>OTHER,0.002524802063751252
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>PRIVATE_ERRAND,0.0049432605623173295
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>SHOPPING,0.007193627619139098
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,LEISURE>WORK,0.003529920276630487
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>EDUCATION,0.0005591613266188235
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>HOME,0.01262744075634288
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>LEISURE,0.0015951534777776254
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>OTHER,0.005197112943727102
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>PRIVATE_ERRAND,0.0012658314694622445
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>SHOPPING,0.001437353348793172
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,OTHER>WORK,0.0007992919576821219
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>BUSINESS,5.1456563799278236e-05
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>EDUCATION,0.0015025316629389246
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>ESCORT,0.0057528438327593065
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>HOME,0.050111832265323765
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>LEISURE,0.005866048273117719
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>PRIVATE_ERRAND,0.019913690190320677
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>SHOPPING,0.012455918877011952
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,PRIVATE_ERRAND>WORK,0.0020788451774908408
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>BUSINESS,0.0005625917642054421
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>EDUCATION,0.000174952316917546
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>ESCORT,0.0021337321788767374
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>HOME,0.08434759937977689
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>LEISURE,0.006980940488768747
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>OTHER,0.0015642795394980584
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>PRIVATE_ERRAND,0.0072073493694855715
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>SHOPPING,0.014503890116223226
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,SHOPPING>WORK,0.002572828189963912
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>BUSINESS,0.002312114933380902
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>EDUCATION,0.000624339640764576
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>ESCORT,0.0031457112669292095
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>HOME,0.05885258723602783
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>LEISURE,0.011275848347215171
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>OTHER,0.0013858967849938938
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>PRIVATE_ERRAND,0.003581376840429765
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>SHOPPING,0.01125183528410884
M2-TRANS-01,activity_transition,D_MATCH_FULLDAY_V1,WORK>WORK,0.0012795532198087189
